strategy,requests_per_day,update_interval_days,software_memory_savings,fixed_substrate_cost,analog_conversion_overhead,yield_repair_factor,accuracy_fallback_penalty,requests_per_update,per_request_cost,amortized_fixed_cost,total_normalized_cost
analog_in_memory,10000000.0,1.0,0.35,350000.0,0.8,1.15,0.04,10000000.0,7.827567000000002,0.4733125,8.300879500000002
hybrid_physicalized_submodel,10000000.0,1.0,0.35,350000.0,0.8,1.15,0.04,10000000.0,3.756906666666667,0.14005,3.896956666666667
programmable_unoptimized,10000000.0,1.0,0.35,350000.0,0.8,1.6,0.04,10000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,1.0,0.35,350000.0,0.8,1.6,0.04,10000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,1.0,0.35,350000.0,0.8,1.6,0.04,10000000.0,1.4157,0.0133,1.429
fixed_digital_weights,10000000.0,1.0,0.35,350000.0,0.8,1.6,0.04,10000000.0,0.77826,1.088,1.86626
analog_in_memory,10000000.0,1.0,0.35,350000.0,0.8,1.6,0.04,10000000.0,10.890528000000003,0.493,11.383528000000004
hybrid_physicalized_submodel,10000000.0,1.0,0.35,350000.0,0.8,1.6,0.04,10000000.0,3.756906666666667,0.14005,3.896956666666667
programmable_unoptimized,10000000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000000.0,1.3117500000000002,0.0133,1.3250500000000003
fixed_digital_weights,10000000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000000.0,0.77826,1.088,1.86626
analog_in_memory,10000000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000000.0,3.8428169999999997,0.4733125,4.3161295
hybrid_physicalized_submodel,10000000.0,1.0,0.5,350000.0,0.35,1.15,0.04,10000000.0,3.028906666666667,0.14005,3.168956666666667
programmable_unoptimized,10000000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000000.0,1.3117500000000002,0.0133,1.3250500000000003
fixed_digital_weights,10000000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000000.0,0.77826,1.088,1.86626
analog_in_memory,10000000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000000.0,5.346528,0.493,5.8395280000000005
hybrid_physicalized_submodel,10000000.0,1.0,0.5,350000.0,0.35,1.6,0.04,10000000.0,3.028906666666667,0.14005,3.168956666666667
programmable_unoptimized,10000000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000000.0,1.3117500000000002,0.0133,1.3250500000000003
fixed_digital_weights,10000000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000000.0,0.77826,1.088,1.86626
analog_in_memory,10000000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000000.0,7.827567000000002,0.4733125,8.300879500000002
hybrid_physicalized_submodel,10000000.0,1.0,0.5,350000.0,0.8,1.15,0.04,10000000.0,3.028906666666667,0.14005,3.168956666666667
programmable_unoptimized,10000000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000000.0,1.3117500000000002,0.0133,1.3250500000000003
fixed_digital_weights,10000000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000000.0,0.77826,1.088,1.86626
analog_in_memory,10000000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000000.0,10.890528000000003,0.493,11.383528000000004
hybrid_physicalized_submodel,10000000.0,1.0,0.5,350000.0,0.8,1.6,0.04,10000000.0,3.028906666666667,0.14005,3.168956666666667
programmable_unoptimized,10000000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000000.0,1.6582500000000002,0.0006142857142857142,1.658864285714286
fixed_digital_weights,10000000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000000.0,3.8428169999999997,0.0161875,3.8590044999999997
hybrid_physicalized_submodel,10000000.0,7.0,0.0,350000.0,0.35,1.15,0.04,70000000.0,5.455573333333333,0.004578571428571428,5.460151904761904
programmable_unoptimized,10000000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000000.0,1.6582500000000002,0.0006142857142857142,1.658864285714286
fixed_digital_weights,10000000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000000.0,5.346528,0.019,5.365528
hybrid_physicalized_submodel,10000000.0,7.0,0.0,350000.0,0.35,1.6,0.04,70000000.0,5.455573333333333,0.004578571428571428,5.460151904761904
programmable_unoptimized,10000000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000000.0,1.6582500000000002,0.0006142857142857142,1.658864285714286
fixed_digital_weights,10000000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000000.0,7.827567000000002,0.0161875,7.843754500000002
hybrid_physicalized_submodel,10000000.0,7.0,0.0,350000.0,0.8,1.15,0.04,70000000.0,5.455573333333333,0.004578571428571428,5.460151904761904
programmable_unoptimized,10000000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000000.0,1.6582500000000002,0.0006142857142857142,1.658864285714286
fixed_digital_weights,10000000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000000.0,10.890528000000003,0.019,10.909528000000003
hybrid_physicalized_submodel,10000000.0,7.0,0.0,350000.0,0.8,1.6,0.04,70000000.0,5.455573333333333,0.004578571428571428,5.460151904761904
programmable_unoptimized,10000000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000000.0,1.5196500000000004,0.0006142857142857142,1.520264285714286
fixed_digital_weights,10000000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000000.0,3.8428169999999997,0.0161875,3.8590044999999997
hybrid_physicalized_submodel,10000000.0,7.0,0.2,350000.0,0.35,1.15,0.04,70000000.0,4.484906666666666,0.004578571428571428,4.489485238095238
programmable_unoptimized,10000000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000000.0,1.5196500000000004,0.0006142857142857142,1.520264285714286
fixed_digital_weights,10000000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000000.0,5.346528,0.019,5.365528
hybrid_physicalized_submodel,10000000.0,7.0,0.2,350000.0,0.35,1.6,0.04,70000000.0,4.484906666666666,0.004578571428571428,4.489485238095238
programmable_unoptimized,10000000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000000.0,1.5196500000000004,0.0006142857142857142,1.520264285714286
fixed_digital_weights,10000000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000000.0,7.827567000000002,0.0161875,7.843754500000002
hybrid_physicalized_submodel,10000000.0,7.0,0.2,350000.0,0.8,1.15,0.04,70000000.0,4.484906666666666,0.004578571428571428,4.489485238095238
programmable_unoptimized,10000000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000000.0,1.5196500000000004,0.0006142857142857142,1.520264285714286
fixed_digital_weights,10000000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000000.0,10.890528000000003,0.019,10.909528000000003
hybrid_physicalized_submodel,10000000.0,7.0,0.2,350000.0,0.8,1.6,0.04,70000000.0,4.484906666666666,0.004578571428571428,4.489485238095238
programmable_unoptimized,10000000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000000.0,1.4157,0.0006142857142857142,1.4163142857142856
fixed_digital_weights,10000000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000000.0,3.8428169999999997,0.0161875,3.8590044999999997
hybrid_physicalized_submodel,10000000.0,7.0,0.35,350000.0,0.35,1.15,0.04,70000000.0,3.756906666666667,0.004578571428571428,3.7614852380952386
programmable_unoptimized,10000000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000000.0,1.4157,0.0006142857142857142,1.4163142857142856
fixed_digital_weights,10000000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000000.0,5.346528,0.019,5.365528
hybrid_physicalized_submodel,10000000.0,7.0,0.35,350000.0,0.35,1.6,0.04,70000000.0,3.756906666666667,0.004578571428571428,3.7614852380952386
programmable_unoptimized,10000000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000000.0,1.4157,0.0006142857142857142,1.4163142857142856
fixed_digital_weights,10000000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000000.0,7.827567000000002,0.0161875,7.843754500000002
hybrid_physicalized_submodel,10000000.0,7.0,0.35,350000.0,0.8,1.15,0.04,70000000.0,3.756906666666667,0.004578571428571428,3.7614852380952386
programmable_unoptimized,10000000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000000.0,1.4157,0.0006142857142857142,1.4163142857142856
fixed_digital_weights,10000000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000000.0,10.890528000000003,0.019,10.909528000000003
hybrid_physicalized_submodel,10000000.0,7.0,0.35,350000.0,0.8,1.6,0.04,70000000.0,3.756906666666667,0.004578571428571428,3.7614852380952386
programmable_unoptimized,10000000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000000.0,1.3117500000000002,0.0006142857142857142,1.3123642857142859
fixed_digital_weights,10000000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000000.0,3.8428169999999997,0.0161875,3.8590044999999997
hybrid_physicalized_submodel,10000000.0,7.0,0.5,350000.0,0.35,1.15,0.04,70000000.0,3.028906666666667,0.004578571428571428,3.0334852380952384
programmable_unoptimized,10000000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000000.0,1.3117500000000002,0.0006142857142857142,1.3123642857142859
fixed_digital_weights,10000000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000000.0,5.346528,0.019,5.365528
hybrid_physicalized_submodel,10000000.0,7.0,0.5,350000.0,0.35,1.6,0.04,70000000.0,3.028906666666667,0.004578571428571428,3.0334852380952384
programmable_unoptimized,10000000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000000.0,1.3117500000000002,0.0006142857142857142,1.3123642857142859
fixed_digital_weights,10000000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000000.0,7.827567000000002,0.0161875,7.843754500000002
hybrid_physicalized_submodel,10000000.0,7.0,0.5,350000.0,0.8,1.15,0.04,70000000.0,3.028906666666667,0.004578571428571428,3.0334852380952384
programmable_unoptimized,10000000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000000.0,1.3117500000000002,0.0006142857142857142,1.3123642857142859
fixed_digital_weights,10000000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000000.0,0.77826,0.026857142857142857,0.8051171428571429
analog_in_memory,10000000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000000.0,10.890528000000003,0.019,10.909528000000003
hybrid_physicalized_submodel,10000000.0,7.0,0.5,350000.0,0.8,1.6,0.04,70000000.0,3.028906666666667,0.004578571428571428,3.0334852380952384
programmable_unoptimized,10000000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000000.0,1.6582500000000002,0.000105,1.6583550000000002
fixed_digital_weights,10000000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000000.0,3.8428169999999997,0.00224375,3.8450607499999996
hybrid_physicalized_submodel,10000000.0,30.0,0.0,350000.0,0.35,1.15,0.04,300000000.0,5.455573333333333,0.0006083333333333333,5.456181666666666
programmable_unoptimized,10000000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000000.0,1.6582500000000002,0.000105,1.6583550000000002
fixed_digital_weights,10000000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000000.0,5.346528,0.0029,5.3494280000000005
hybrid_physicalized_submodel,10000000.0,30.0,0.0,350000.0,0.35,1.6,0.04,300000000.0,5.455573333333333,0.0006083333333333333,5.456181666666666
programmable_unoptimized,10000000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000000.0,1.6582500000000002,0.000105,1.6583550000000002
fixed_digital_weights,10000000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000000.0,7.827567000000002,0.00224375,7.829810750000002
hybrid_physicalized_submodel,10000000.0,30.0,0.0,350000.0,0.8,1.15,0.04,300000000.0,5.455573333333333,0.0006083333333333333,5.456181666666666
programmable_unoptimized,10000000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,10000000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000000.0,1.6582500000000002,0.000105,1.6583550000000002
fixed_digital_weights,10000000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000000.0,10.890528000000003,0.0029,10.893428000000004
hybrid_physicalized_submodel,10000000.0,30.0,0.0,350000.0,0.8,1.6,0.04,300000000.0,5.455573333333333,0.0006083333333333333,5.456181666666666
programmable_unoptimized,10000000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000000.0,1.5196500000000004,0.000105,1.5197550000000004
fixed_digital_weights,10000000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000000.0,3.8428169999999997,0.00224375,3.8450607499999996
hybrid_physicalized_submodel,10000000.0,30.0,0.2,350000.0,0.35,1.15,0.04,300000000.0,4.484906666666666,0.0006083333333333333,4.4855149999999995
programmable_unoptimized,10000000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000000.0,1.5196500000000004,0.000105,1.5197550000000004
fixed_digital_weights,10000000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000000.0,5.346528,0.0029,5.3494280000000005
hybrid_physicalized_submodel,10000000.0,30.0,0.2,350000.0,0.35,1.6,0.04,300000000.0,4.484906666666666,0.0006083333333333333,4.4855149999999995
programmable_unoptimized,10000000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000000.0,1.5196500000000004,0.000105,1.5197550000000004
fixed_digital_weights,10000000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000000.0,7.827567000000002,0.00224375,7.829810750000002
hybrid_physicalized_submodel,10000000.0,30.0,0.2,350000.0,0.8,1.15,0.04,300000000.0,4.484906666666666,0.0006083333333333333,4.4855149999999995
programmable_unoptimized,10000000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,10000000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000000.0,1.5196500000000004,0.000105,1.5197550000000004
fixed_digital_weights,10000000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000000.0,10.890528000000003,0.0029,10.893428000000004
hybrid_physicalized_submodel,10000000.0,30.0,0.2,350000.0,0.8,1.6,0.04,300000000.0,4.484906666666666,0.0006083333333333333,4.4855149999999995
programmable_unoptimized,10000000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000000.0,1.4157,0.000105,1.415805
fixed_digital_weights,10000000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000000.0,3.8428169999999997,0.00224375,3.8450607499999996
hybrid_physicalized_submodel,10000000.0,30.0,0.35,350000.0,0.35,1.15,0.04,300000000.0,3.756906666666667,0.0006083333333333333,3.7575150000000006
programmable_unoptimized,10000000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000000.0,1.4157,0.000105,1.415805
fixed_digital_weights,10000000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000000.0,5.346528,0.0029,5.3494280000000005
hybrid_physicalized_submodel,10000000.0,30.0,0.35,350000.0,0.35,1.6,0.04,300000000.0,3.756906666666667,0.0006083333333333333,3.7575150000000006
programmable_unoptimized,10000000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000000.0,1.4157,0.000105,1.415805
fixed_digital_weights,10000000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000000.0,7.827567000000002,0.00224375,7.829810750000002
hybrid_physicalized_submodel,10000000.0,30.0,0.35,350000.0,0.8,1.15,0.04,300000000.0,3.756906666666667,0.0006083333333333333,3.7575150000000006
programmable_unoptimized,10000000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,10000000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000000.0,1.4157,0.000105,1.415805
fixed_digital_weights,10000000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000000.0,0.77826,0.0024333333333333334,0.7806933333333332
analog_in_memory,10000000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000000.0,10.890528000000003,0.0029,10.893428000000004
hybrid_physicalized_submodel,10000000.0,30.0,0.35,350000.0,0.8,1.6,0.04,300000000.0,3.756906666666667,0.0006083333333333333,3.7575150000000006
programmable_unoptimized,10000000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,10000000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,10000000.0,30.0,0.5,350000.0,0.35,1.15,0.04,300000000.0,1.3117500000000002,0.000105,1.3118550000000002
