strategy,requests_per_day,update_interval_days,software_memory_savings,fallback_frequency,audit_control_scale,utilization,requests_per_update,per_request_pj_equivalent,amortized_fixed_pj_equivalent,total_pj_equivalent,winner,conclusion
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,low,0.6,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,low,0.85,300000000.0,27060.51917647059,0.0,27060.51917647059,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,low,0.85,300000000.0,8530.198002794117,3e-05,8530.198032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,low,0.85,300000000.0,13925.024281617647,0.0002666666666666667,13925.024548284313,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,low,0.85,300000000.0,150193.79132058824,0.13333333333333333,150193.92465392157,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,low,0.85,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,mid,0.35,300000000.0,68575.54657142857,0.0,68575.54657142857,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,mid,0.35,300000000.0,12159.497553214285,3e-05,12159.497583214285,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,mid,0.35,300000000.0,25203.781130357143,0.0002666666666666667,25203.78139702381,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,mid,0.35,300000000.0,162923.29913571427,0.13333333333333333,162923.4324690476,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,mid,0.35,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,mid,0.6,300000000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,mid,0.6,300000000.0,10461.243705,3e-05,10461.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,mid,0.6,300000000.0,18060.49502916667,0.0002666666666666667,18060.495295833334,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,mid,0.6,300000000.0,154049.4811,0.13333333333333333,154049.61443333334,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,mid,0.6,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,mid,0.85,300000000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,mid,0.85,300000000.0,9761.96270867647,3e-05,9761.96273867647,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,mid,0.85,300000000.0,15119.141928676472,0.0002666666666666667,15119.142195343138,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,mid,0.85,300000000.0,150395.5560264706,0.13333333333333333,150395.68935980392,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,mid,0.85,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,high,0.35,300000000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,high,0.35,300000000.0,16059.140410357142,3e-05,16059.140440357141,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,high,0.35,300000000.0,29276.995416071426,0.0002666666666666667,29276.995682738092,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,high,0.35,300000000.0,163524.37056428572,0.13333333333333333,163524.50389761906,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,high,0.35,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,high,0.6,300000000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,high,0.6,300000000.0,13816.243705,3e-05,13816.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,high,0.6,300000000.0,21389.661695833332,0.0002666666666666667,21389.6619625,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,high,0.6,300000000.0,154617.81443333332,0.13333333333333333,154617.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,high,0.6,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.25,high,0.85,300000000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.25,high,0.85,300000000.0,12892.698002794117,3e-05,12892.698032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.25,high,0.85,300000000.0,18141.936046323528,0.0002666666666666667,18141.936312990194,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.25,high,0.85,300000000.0,150950.40896764706,0.13333333333333333,150950.5423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.25,high,0.85,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,low,0.35,300000000.0,65718.40371428571,0.0,65718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,low,0.35,300000000.0,10625.211838928572,3e-05,10625.21186892857,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,low,0.35,300000000.0,37666.64783214286,0.0002666666666666667,37666.64809880953,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,low,0.35,300000000.0,162704.72770714285,0.13333333333333333,162704.8610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,low,0.35,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,low,0.6,300000000.0,38335.7355,0.0,38335.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,low,0.6,300000000.0,9141.243705,3e-05,9141.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,low,0.6,300000000.0,23975.313725,0.0002666666666666667,23975.313991666666,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,low,0.6,300000000.0,153842.81443333332,0.13333333333333333,153842.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,low,0.6,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,low,0.85,300000000.0,27060.51917647059,0.0,27060.51917647059,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,low,0.85,300000000.0,8530.198002794117,3e-05,8530.198032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,low,0.85,300000000.0,18337.705563235293,0.0002666666666666667,18337.70582990196,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,low,0.85,300000000.0,150193.79132058824,0.13333333333333333,150193.92465392157,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,low,0.85,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,mid,0.35,300000000.0,68575.54657142857,0.0,68575.54657142857,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,mid,0.35,300000000.0,12159.497553214285,3e-05,12159.497583214285,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,mid,0.35,300000000.0,39695.21926071428,0.0002666666666666667,39695.21952738095,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,mid,0.35,300000000.0,162923.29913571427,0.13333333333333333,162923.4324690476,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,mid,0.35,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,mid,0.6,300000000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,mid,0.6,300000000.0,10461.243705,3e-05,10461.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,mid,0.6,300000000.0,25408.647058333332,0.0002666666666666667,25408.647324999998,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,mid,0.6,300000000.0,154049.4811,0.13333333333333333,154049.61443333334,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,mid,0.6,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,mid,0.85,300000000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,mid,0.85,300000000.0,9761.96270867647,3e-05,9761.96273867647,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,mid,0.85,300000000.0,19525.940857352944,0.0002666666666666667,19525.94112401961,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,mid,0.85,300000000.0,150395.5560264706,0.13333333333333333,150395.68935980392,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,mid,0.85,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,high,0.35,300000000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,high,0.35,300000000.0,16059.140410357142,3e-05,16059.140440357141,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,high,0.35,300000000.0,44791.64783214286,0.0002666666666666667,44791.64809880953,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,high,0.35,300000000.0,163524.37056428572,0.13333333333333333,163524.50389761906,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,high,0.35,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,high,0.6,300000000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,high,0.6,300000000.0,13816.243705,3e-05,13816.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,high,0.6,300000000.0,29016.980391666664,0.0002666666666666667,29016.98065833333,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,high,0.6,300000000.0,154617.81443333332,0.13333333333333333,154617.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,high,0.6,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,0.5,high,0.85,300000000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,0.5,high,0.85,300000000.0,12892.698002794117,3e-05,12892.698032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,0.5,high,0.85,300000000.0,22521.52909264706,0.0002666666666666667,22521.529359313725,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,0.5,high,0.85,300000000.0,150950.40896764706,0.13333333333333333,150950.5423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,0.5,high,0.85,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,low,0.35,300000000.0,65718.40371428571,0.0,65718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,low,0.35,300000000.0,10625.211838928572,3e-05,10625.21186892857,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,low,0.35,300000000.0,65820.95266428571,0.0002666666666666667,65820.95293095238,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,low,0.35,300000000.0,162704.72770714285,0.13333333333333333,162704.8610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,low,0.35,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,low,0.6,300000000.0,38335.7355,0.0,38335.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,low,0.6,300000000.0,9141.243705,3e-05,9141.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,low,0.6,300000000.0,38438.28445,0.0002666666666666667,38438.28471666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,low,0.6,300000000.0,153842.81443333332,0.13333333333333333,153842.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,low,0.6,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,low,0.85,300000000.0,27060.51917647059,0.0,27060.51917647059,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,low,0.85,300000000.0,8530.198002794117,3e-05,8530.198032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,low,0.85,300000000.0,27163.06812647059,0.0002666666666666667,27163.068393137255,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,low,0.85,300000000.0,150193.79132058824,0.13333333333333333,150193.92465392157,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,low,0.85,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,mid,0.35,300000000.0,68575.54657142857,0.0,68575.54657142857,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,mid,0.35,300000000.0,12159.497553214285,3e-05,12159.497583214285,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,mid,0.35,300000000.0,68678.09552142856,0.0002666666666666667,68678.09578809523,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,mid,0.35,300000000.0,162923.29913571427,0.13333333333333333,162923.4324690476,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,mid,0.35,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,mid,0.6,300000000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,mid,0.6,300000000.0,10461.243705,3e-05,10461.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,mid,0.6,300000000.0,40104.95111666666,0.0002666666666666667,40104.95138333333,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,mid,0.6,300000000.0,154049.4811,0.13333333333333333,154049.61443333334,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,mid,0.6,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,mid,0.85,300000000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,mid,0.85,300000000.0,9761.96270867647,3e-05,9761.96273867647,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,mid,0.85,300000000.0,28339.538714705883,0.0002666666666666667,28339.53898137255,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,mid,0.85,300000000.0,150395.5560264706,0.13333333333333333,150395.68935980392,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,mid,0.85,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,high,0.35,300000000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,high,0.35,300000000.0,16059.140410357142,3e-05,16059.140440357141,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,high,0.35,300000000.0,75820.95266428571,0.0002666666666666667,75820.95293095238,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,high,0.35,300000000.0,163524.37056428572,0.13333333333333333,163524.50389761906,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,high,0.35,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,high,0.6,300000000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,high,0.6,300000000.0,13816.243705,3e-05,13816.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,high,0.6,300000000.0,44271.61778333333,0.0002666666666666667,44271.61805,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,high,0.6,300000000.0,154617.81443333332,0.13333333333333333,154617.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,high,0.6,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.2,1.0,high,0.85,300000000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.2,1.0,high,0.85,300000000.0,12892.698002794117,3e-05,12892.698032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.2,1.0,high,0.85,300000000.0,31280.715185294117,0.0002666666666666667,31280.715451960783,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.2,1.0,high,0.85,300000000.0,150950.40896764706,0.13333333333333333,150950.5423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.2,1.0,high,0.85,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,low,0.35,300000000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,low,0.35,300000000.0,10625.211838928572,3e-05,10625.21186892857,False,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,low,0.35,300000000.0,9512.343,0.0002666666666666667,9512.343266666667,True,candidate_survives
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,low,0.35,300000000.0,162704.72770714285,0.13333333333333333,162704.8610404762,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,low,0.35,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,low,0.6,300000000.0,34435.7355,0.0,34435.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,low,0.6,300000000.0,9141.243705,3e-05,9141.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,low,0.6,300000000.0,9512.343,0.0002666666666666667,9512.343266666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,low,0.6,300000000.0,153842.81443333332,0.13333333333333333,153842.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,low,0.6,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,low,0.85,300000000.0,24307.577999999998,0.0,24307.577999999998,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,low,0.85,300000000.0,8530.198002794117,3e-05,8530.198032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,low,0.85,300000000.0,9512.343,0.0002666666666666667,9512.343266666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,low,0.85,300000000.0,150193.79132058824,0.13333333333333333,150193.92465392157,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,low,0.85,300000000.0,24810.143,0.023333333333333334,24810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,mid,0.35,300000000.0,61889.832285714285,0.0,61889.832285714285,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,mid,0.35,300000000.0,12159.497553214285,3e-05,12159.497583214285,False,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,mid,0.35,300000000.0,10712.343,0.0002666666666666667,10712.343266666667,True,candidate_survives
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,mid,0.35,300000000.0,162923.29913571427,0.13333333333333333,162923.4324690476,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,mid,0.35,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,mid,0.6,300000000.0,36102.40216666667,0.0,36102.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,mid,0.6,300000000.0,10461.243705,3e-05,10461.243735,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,mid,0.6,300000000.0,10712.343,0.0002666666666666667,10712.343266666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,mid,0.6,300000000.0,154049.4811,0.13333333333333333,154049.61443333334,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,mid,0.6,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,mid,0.85,300000000.0,25484.048588235295,0.0,25484.048588235295,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,mid,0.85,300000000.0,9761.96270867647,3e-05,9761.96273867647,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,mid,0.85,300000000.0,10712.343,0.0002666666666666667,10712.343266666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,mid,0.85,300000000.0,150395.5560264706,0.13333333333333333,150395.68935980392,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,mid,0.85,300000000.0,25810.143,0.023333333333333334,25810.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,high,0.35,300000000.0,69032.68942857142,0.0,69032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,high,0.35,300000000.0,16059.140410357142,3e-05,16059.140440357141,False,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,high,0.35,300000000.0,13762.343,0.0002666666666666667,13762.343266666667,True,candidate_survives
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,high,0.35,300000000.0,163524.37056428572,0.13333333333333333,163524.50389761906,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,high,0.35,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,high,0.6,300000000.0,40269.06883333333,0.0,40269.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,high,0.6,300000000.0,13816.243705,3e-05,13816.243735,False,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,high,0.6,300000000.0,13762.343,0.0002666666666666667,13762.343266666667,True,candidate_survives
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,high,0.6,300000000.0,154617.81443333332,0.13333333333333333,154617.94776666665,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,high,0.6,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.0,high,0.85,300000000.0,28425.22505882353,0.0,28425.22505882353,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.0,high,0.85,300000000.0,12892.698002794117,3e-05,12892.698032794116,True,baseline_or_antitarget_preferred
hybrid_safety_filter,10000000.0,30.0,0.35,0.0,high,0.85,300000000.0,13762.343,0.0002666666666666667,13762.343266666667,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,10000000.0,30.0,0.35,0.0,high,0.85,300000000.0,150950.40896764706,0.13333333333333333,150950.5423009804,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,10000000.0,30.0,0.35,0.0,high,0.85,300000000.0,28310.143,0.023333333333333334,28310.166333333334,False,baseline_or_antitarget_preferred
software_optimized,10000000.0,30.0,0.35,0.1,low,0.35,300000000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,10000000.0,30.0,0.35,0.1,low,0.35,300000000.0,10625.211838928572,3e-05,10625.21186892857,True,baseline_or_antitarget_preferred
