workload_class,time_step,event_type,object_id,object_class,size_units,tier,created_at,last_seen_at,lifetime,reuse_count,reuse_distance,correctness_sensitive,provenance_id,source_version,invalidation_signal,trajectory_node_id,branch_id,verifier_id,durability_horizon,merge_state,active,placement_decision,retention_decision,compression_strategy,eviction_decision,runtime_architecture_option,evidence_label
verification-heavy,48,object_access,verification-heavy:branch_state:3,branch state,71.0,CPU DRAM,31,48,17,1,16.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:trajectory_log:3,trajectory log,41.0,CPU DRAM,32,48,16,1,15.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:tool_output:1,tool output,77.0,CPU DRAM,20,48,28,2,20.0,true,prov:tool:1,synthetic_v2,none,verification-heavy:tool-node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:tool_output:2,tool output,76.0,CPU DRAM,33,48,15,1,14.0,true,prov:tool:2,synthetic_v2,none,verification-heavy:tool-node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,48,22,2,20.0,true,prov:verification-heavy:verifier:1,synthetic_v2,none,verification-heavy:verify-node:1,verification-heavy:branch:1,verification-heavy:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:verifier_state:2,verifier state,59.0,CPU DRAM,37,48,11,1,10.0,true,prov:verification-heavy:verifier:2,synthetic_v2,none,verification-heavy:verify-node:2,verification-heavy:branch:2,verification-heavy:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,48,object_access,verification-heavy:tool_output:3,tool output,79.0,CPU DRAM,30,48,18,1,17.0,true,prov:workspace:1,synthetic_v2,none,verification-heavy:workspace-node:1,,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,49,object_place,verification-heavy:verifier_state:3,verifier state,53.0,CPU DRAM,48,49,1,0,0.0,true,prov:verification-heavy:verifier:3,synthetic_v2,none,verification-heavy:verify-node:3,verification-heavy:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,53,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,53,52,10,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,54,verifier_result,verification-heavy:verifier_state:3,verifier state,53.0,CPU DRAM,48,54,6,0,0.0,true,prov:verification-heavy:verifier:3,verifier:v1,none,verification-heavy:verify-node:3,verification-heavy:branch:3,verification-heavy:verifier:3,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,58,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,58,57,11,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,58,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,58,55,6,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,59,object_create,verification-heavy:verifier_state:4,verifier state,57.0,CPU DRAM,59,59,0,0,0.0,true,prov:verification-heavy:verifier:4,synthetic_v2,none,verification-heavy:verify-node:4,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,60,object_place,verification-heavy:verifier_state:4,verifier state,57.0,CPU DRAM,59,60,1,0,0.0,true,prov:verification-heavy:verifier:4,synthetic_v2,none,verification-heavy:verify-node:4,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,63,verifier_result,verification-heavy:verifier_state:4,verifier state,57.0,CPU DRAM,59,63,4,0,0.0,true,prov:verification-heavy:verifier:4,verifier:v1,none,verification-heavy:verify-node:4,verification-heavy:branch:1,verification-heavy:verifier:4,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,63,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,63,62,12,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,68,67,13,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,68,65,7,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,68,55,3,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:trajectory_log:1,trajectory log,45.0,CPU DRAM,14,68,54,3,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,68,46,3,20.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,68,45,3,20.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:branch_state:3,branch state,71.0,CPU DRAM,31,68,37,2,20.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:trajectory_log:3,trajectory log,41.0,CPU DRAM,32,68,36,2,20.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:tool_output:1,tool output,77.0,CPU DRAM,20,68,48,3,20.0,true,prov:tool:1,synthetic_v2,none,verification-heavy:tool-node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:tool_output:2,tool output,76.0,CPU DRAM,33,68,35,2,20.0,true,prov:tool:2,synthetic_v2,none,verification-heavy:tool-node:2,verification-heavy:branch:2,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,68,42,3,20.0,true,prov:verification-heavy:verifier:1,synthetic_v2,none,verification-heavy:verify-node:1,verification-heavy:branch:1,verification-heavy:verifier:1,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:verifier_state:2,verifier state,59.0,CPU DRAM,37,68,31,2,20.0,true,prov:verification-heavy:verifier:2,synthetic_v2,none,verification-heavy:verify-node:2,verification-heavy:branch:2,verification-heavy:verifier:2,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:verifier_state:3,verifier state,53.0,CPU DRAM,48,68,20,1,19.0,true,prov:verification-heavy:verifier:3,synthetic_v2,none,verification-heavy:verify-node:3,verification-heavy:branch:3,verification-heavy:verifier:3,0,accepted,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:verifier_state:4,verifier state,57.0,CPU DRAM,59,68,9,1,8.0,true,prov:verification-heavy:verifier:4,synthetic_v2,none,verification-heavy:verify-node:4,verification-heavy:branch:1,verification-heavy:verifier:4,0,rejected,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,68,object_access,verification-heavy:tool_output:3,tool output,79.0,CPU DRAM,30,68,38,2,20.0,true,prov:workspace:1,synthetic_v2,none,verification-heavy:workspace-node:1,,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,72,object_migrate,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,72,59,3,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,72,object_migrate,verification-heavy:trajectory_log:1,trajectory log,45.0,CPU DRAM,14,72,58,3,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,160,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,72,object_migrate,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,72,50,3,20.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,73,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,73,72,14,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_access,verification-heavy:weights:1,weights,909.0,HBM/GPU memory,1,78,77,15,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_access,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,78,75,8,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:KV_cache:1,KV cache,26.0,HBM/GPU memory,3,78,75,8,10.0,false,,synthetic_v2,none,,,,0,,false,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:branch_state:1,branch state,70.0,CPU DRAM,13,78,65,3,20.0,true,prov:verification-heavy:branch:1,synthetic_v2,none,verification-heavy:node:1,verification-heavy:branch:1,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:branch_state:2,branch state,71.0,CPU DRAM,22,78,56,3,20.0,true,prov:verification-heavy:branch:2,synthetic_v2,none,verification-heavy:node:2,verification-heavy:branch:2,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:branch_state:3,branch state,71.0,CPU DRAM,31,78,47,2,20.0,true,prov:verification-heavy:branch:3,synthetic_v2,none,verification-heavy:node:3,verification-heavy:branch:3,,0,,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:verifier_state:1,verifier state,51.0,CPU DRAM,26,78,52,3,20.0,true,prov:verification-heavy:verifier:1,synthetic_v2,none,verification-heavy:verify-node:1,verification-heavy:branch:1,verification-heavy:verifier:1,0,accepted,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:verifier_state:2,verifier state,59.0,CPU DRAM,37,78,41,2,20.0,true,prov:verification-heavy:verifier:2,synthetic_v2,none,verification-heavy:verify-node:2,verification-heavy:branch:2,verification-heavy:verifier:2,0,rejected,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:verifier_state:3,verifier state,53.0,CPU DRAM,48,78,30,1,19.0,true,prov:verification-heavy:verifier:3,synthetic_v2,none,verification-heavy:verify-node:3,verification-heavy:branch:3,verification-heavy:verifier:3,0,accepted,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,78,object_evict,verification-heavy:verifier_state:4,verifier state,57.0,CPU DRAM,59,78,19,1,8.0,true,prov:verification-heavy:verifier:4,synthetic_v2,none,verification-heavy:verify-node:4,verification-heavy:branch:1,verification-heavy:verifier:4,0,rejected,false,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,evict_after_trace_use,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,1,object_create,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,1,0,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,2,object_place,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,2,1,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,2,object_create,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,2,0,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,3,object_place,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,3,1,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,3,object_create,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,3,0,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,4,object_place,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,4,1,0,0.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,8,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,8,7,1,6.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,8,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,8,5,1,4.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,13,object_create,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,13,0,0,0.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,13,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,13,12,2,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,14,object_place,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,14,1,0,0.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,14,object_create,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,14,0,0,0.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,15,object_place,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,15,1,0,0.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,18,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,18,17,3,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,18,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,46.0,CPU DRAM,2,18,16,1,15.0,false,,synthetic_v2,none,,,,0,,true,place:CPU DRAM,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,18,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,18,15,2,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,20,object_create,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,20,0,0,0.0,true,prov:tool:1,synthetic_v2,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,21,object_place,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,21,1,0,0.0,true,prov:tool:1,synthetic_v2,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,21,tool_call_result,multi-agent_branch_merge:tool_output:1,tool output,79.0,CPU DRAM,20,21,1,0,0.0,true,prov:tool:1,tool:v1,none,multi-agent_branch_merge:tool-node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,22,object_create,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,22,0,0,0.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,23,object_place,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,23,1,0,0.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,23,object_create,multi-agent_branch_merge:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,23,0,0,0.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,23,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,23,22,4,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,24,object_place,multi-agent_branch_merge:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,24,1,0,0.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,26,object_create,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,26,0,0,0.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,27,object_place,multi-agent_branch_merge:verifier_state:1,verifier state,57.0,CPU DRAM,26,27,1,0,0.0,true,prov:multi-agent_branch_merge:verifier:1,synthetic_v2,none,multi-agent_branch_merge:verify-node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:weights:1,weights,912.0,HBM/GPU memory,1,28,27,5,5.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,27.0,HBM/GPU memory,3,28,25,3,10.0,false,,synthetic_v2,none,,,,0,,true,place:HBM/GPU memory,retain_reuse_candidate,lossless_compress,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:branch_state:1,branch state,67.0,CPU DRAM,13,28,15,1,14.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,47.0,CPU DRAM,14,28,14,1,13.0,true,prov:multi-agent_branch_merge:branch:1,synthetic_v2,none,multi-agent_branch_merge:node:1,multi-agent_branch_merge:branch:1,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:branch_state:2,branch state,71.0,CPU DRAM,22,28,6,1,5.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,0,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,28,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,36.0,CPU DRAM,23,28,5,1,4.0,true,prov:multi-agent_branch_merge:branch:2,synthetic_v2,none,multi-agent_branch_merge:node:2,multi-agent_branch_merge:branch:2,,190,,true,place:CPU DRAM,pin_dependency_sensitive_state,summary_plus_pointer,pending_reuse_or_trace_end,C_trajectory_dag_memory_fabric,synthetic
