trace_id,run_id,workload_class,time_step,event_type,object_id,object_class,size_units,tier,parent_object_id,trajectory_node_id,branch_id,provenance_id,reuse_distance,reuse_probability_hint,correctness_sensitive,recompute_cost_hint,loss_cost_hint,durability_horizon,verifier_id,merge_state,source_version,invalidation_signal,evidence_label
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,34,object_place,multi-agent_branch_merge:tool_output:2,tool output,70,durable workspace,,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,prov:tool:2,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,34,tool_call_result,multi-agent_branch_merge:tool_output:2,tool output,70,durable workspace,,multi-agent_branch_merge:tool-node:2,multi-agent_branch_merge:branch:2,prov:tool:2,,,true,,,95,,,tool:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,36,verifier_start,,,,,,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,,,,,,,,multi-agent_branch_merge:verifier:2,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,37,object_create,multi-agent_branch_merge:verifier_state:2,verifier state,56,CPU DRAM,,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:verifier:2,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,38,object_place,multi-agent_branch_merge:verifier_state:2,verifier state,50,CPU DRAM,,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:verifier:2,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,38,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,38,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,39,branch_fork,,,,,,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,,,,,,,,,forked,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,40,object_create,multi-agent_branch_merge:branch_state:4,branch state,70,CPU DRAM,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,prov:multi-agent_branch_merge:branch:4,,0.72,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,41,object_place,multi-agent_branch_merge:branch_state:4,branch state,65,CPU DRAM,,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,prov:multi-agent_branch_merge:branch:4,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,41,object_create,multi-agent_branch_merge:trajectory_log:4,trajectory log,35,NVMe,multi-agent_branch_merge:KV_cache:1,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,prov:multi-agent_branch_merge:branch:4,,0.72,true,11,35,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,42,object_place,multi-agent_branch_merge:trajectory_log:4,trajectory log,35,NVMe,,multi-agent_branch_merge:node:4,multi-agent_branch_merge:branch:4,prov:multi-agent_branch_merge:branch:4,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,42,verifier_result,multi-agent_branch_merge:verifier_state:2,verifier state,50,CPU DRAM,,multi-agent_branch_merge:verify-node:2,multi-agent_branch_merge:branch:2,prov:multi-agent_branch_merge:verifier:2,,,true,,130,,multi-agent_branch_merge:verifier:2,rejected,verifier:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,42,object_create,multi-agent_branch_merge:durable_workspace:2,durable workspace,92,NVMe,,multi-agent_branch_merge:workspace-node:2,,prov:workspace:2,,0.72,true,26,80,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,43,object_place,multi-agent_branch_merge:durable_workspace:2,durable workspace,80,NVMe,,multi-agent_branch_merge:workspace-node:2,,prov:workspace:2,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,43,workspace_write,multi-agent_branch_merge:durable_workspace:2,durable workspace,90,NVMe,,multi-agent_branch_merge:workspace-node:2,,prov:workspace:2,,,true,,,190,,,workspace:v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,43,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,44,tool_call_start,,,,,,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,,,,,,,,,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,46,object_create,multi-agent_branch_merge:tool_output:3,tool output,80,durable workspace,,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,prov:tool:3,,0.72,true,23,70,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,47,object_place,multi-agent_branch_merge:tool_output:3,tool output,70,durable workspace,,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,prov:tool:3,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,47,tool_call_result,multi-agent_branch_merge:tool_output:3,tool output,70,durable workspace,,multi-agent_branch_merge:tool-node:3,multi-agent_branch_merge:branch:3,prov:tool:3,,,true,,,95,,,tool:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,47,verifier_start,,,,,,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,,,,,,,,multi-agent_branch_merge:verifier:3,,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_create,multi-agent_branch_merge:verifier_state:3,verifier state,55,CPU DRAM,,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:verifier:3,,0.72,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:1,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:2,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:3,branch state,65,CPU DRAM,,,,,16,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:3,trajectory log,35,NVMe,,,,,15,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:branch_state:4,branch state,65,CPU DRAM,,,,,7,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:trajectory_log:4,trajectory log,35,NVMe,,,,,6,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:tool_output:1,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:tool_output:2,tool output,70,durable workspace,,,,,14,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:tool_output:3,tool output,70,durable workspace,,,,,1,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:verifier_state:2,verifier state,50,CPU DRAM,,,,,10,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:durable_workspace:1,durable workspace,80,NVMe,,,,,17,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,48,object_access,multi-agent_branch_merge:durable_workspace:2,durable workspace,80,NVMe,,,,,5,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,49,object_place,multi-agent_branch_merge:verifier_state:3,verifier state,50,CPU DRAM,,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:verifier:3,,,true,,,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,53,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,54,verifier_result,multi-agent_branch_merge:verifier_state:3,verifier state,50,CPU DRAM,,multi-agent_branch_merge:verify-node:3,multi-agent_branch_merge:branch:3,prov:multi-agent_branch_merge:verifier:3,,,true,,130,,multi-agent_branch_merge:verifier:3,accepted,verifier:v1,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,54,object_create,multi-agent_branch_merge:durable_workspace:3,durable workspace,81,NVMe,,multi-agent_branch_merge:workspace-node:3,,prov:workspace:3,,0.72,true,26,80,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,55,object_place,multi-agent_branch_merge:durable_workspace:3,durable workspace,80,NVMe,,multi-agent_branch_merge:workspace-node:3,,prov:workspace:3,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,55,workspace_write,multi-agent_branch_merge:durable_workspace:3,durable workspace,100,NVMe,,multi-agent_branch_merge:workspace-node:3,,prov:workspace:3,,,true,,,190,,,workspace:v3,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,58,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,58,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,63,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,63,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,66,object_create,multi-agent_branch_merge:durable_workspace:4,durable workspace,92,NVMe,,multi-agent_branch_merge:workspace-node:4,,prov:workspace:4,,0.72,true,26,80,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,67,object_place,multi-agent_branch_merge:durable_workspace:4,durable workspace,80,NVMe,,multi-agent_branch_merge:workspace-node:4,,prov:workspace:4,,,true,,,190,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,67,workspace_write,multi-agent_branch_merge:durable_workspace:4,durable workspace,110,NVMe,,multi-agent_branch_merge:workspace-node:4,,prov:workspace:4,,,true,,,190,,,workspace:v4,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:1,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:2,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:3,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:3,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:branch_state:4,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:trajectory_log:4,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:tool_output:1,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:tool_output:2,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:tool_output:3,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:verifier_state:2,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:verifier_state:3,verifier state,50,CPU DRAM,,,,,19,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:1,durable workspace,80,NVMe,,,,,20,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:2,durable workspace,80,NVMe,,,,,20,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:3,durable workspace,80,NVMe,,,,,13,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,68,object_access,multi-agent_branch_merge:durable_workspace:4,durable workspace,80,NVMe,,,,,1,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,71,workspace_compact,multi-agent_branch_merge:durable_workspace:4,durable workspace,65,NVMe,,multi-agent_branch_merge:workspace-node:4,,prov:workspace:4,,,true,,,190,,,workspace:v4,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,73,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,78,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,78,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,78,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,79,branch_merge,,,,,,multi-agent_branch_merge:merge-node:1,multi-agent_branch_merge:branch:1,,,,,,,,,merged,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,82,branch_discard,,,,,,multi-agent_branch_merge:merge-node:2,multi-agent_branch_merge:branch:2,,,,,,,,,discarded,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,83,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,85,branch_merge,,,,,,multi-agent_branch_merge:merge-node:3,multi-agent_branch_merge:branch:3,,,,,,,,,merged,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,87,object_migrate,multi-agent_branch_merge:branch_state:1,branch state,65,NVMe,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,87,object_migrate,multi-agent_branch_merge:trajectory_log:1,trajectory log,35,NVMe,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,87,object_migrate,multi-agent_branch_merge:branch_state:2,branch state,65,NVMe,,,,,,,true,,,,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:1,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:1,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:2,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:2,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:3,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:3,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:branch_state:4,branch state,65,CPU DRAM,,,,,20,0.75,true,21,65,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:trajectory_log:4,trajectory log,35,NVMe,,,,,20,0.75,true,11,35,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:tool_output:1,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:tool_output:2,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:tool_output:3,tool output,70,durable workspace,,,,,20,0.75,true,23,70,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:verifier_state:1,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:verifier_state:2,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:verifier_state:3,verifier state,50,CPU DRAM,,,,,20,0.75,true,16,50,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:1,durable workspace,80,NVMe,,,,,20,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:2,durable workspace,80,NVMe,,,,,20,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:3,durable workspace,80,NVMe,,,,,20,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,object_access,multi-agent_branch_merge:durable_workspace:4,durable workspace,80,NVMe,,,,,20,0.75,true,26,80,95,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,88,branch_discard,,,,,,multi-agent_branch_merge:merge-node:4,multi-agent_branch_merge:branch:4,,,,,,,,,discarded,synthetic_v2,,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,93,object_access,multi-agent_branch_merge:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,93,object_access,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,,,false,,,,,,synthetic_v2,none,synthetic
trace-v2-multi-agent_branch_merge,multi-agent_branch_merge,multi-agent branch/merge,93,object_evict,multi-agent_branch_merge:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,,,,synthetic_v2,none,synthetic
