grouping,classification,kappa,eta,A,A_offset,sigma,D,Lambda0_power,beta,markov_variance_exponent,grouped_variance_exponent,denominator_safe_regime,saving_survives_denominator,theorem_ready_spc_g,coefficient_variation_equivalent,near_zero_denominator_obstruction
off_range_reciprocal_grouping,range_blocked,3.0,0.12,4.0,2.0,0.25,1.0,20,-0.51,1.72,2.23,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,3.0,0.18,4.0,2.0,0.25,0.0,20,0.61,2.08,1.4700000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.18,4.0,2.0,0.25,0.25,20,0.36,2.08,1.7200000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.18,4.0,2.0,0.25,0.5,20,0.10999999999999999,2.08,1.9700000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,3.0,0.18,4.0,2.0,0.25,1.0,20,-0.39,2.08,2.47,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.02,8.0,2.0,0.25,0.0,20,0.29,1.2,0.9099999999999999,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.02,8.0,2.0,0.25,0.25,20,0.03999999999999998,1.2,1.16,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.02,8.0,2.0,0.25,0.5,20,-0.21000000000000002,1.2,1.41,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.02,8.0,2.0,0.25,1.0,20,-0.71,1.2,1.91,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.05,8.0,2.0,0.25,0.0,20,0.35,1.5,1.15,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.05,8.0,2.0,0.25,0.25,20,0.09999999999999998,1.5,1.4,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.05,8.0,2.0,0.25,0.5,20,-0.15000000000000002,1.5,1.65,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.05,8.0,2.0,0.25,1.0,20,-0.65,1.5,2.15,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.08,8.0,2.0,0.25,0.0,20,0.41000000000000003,1.8,1.3900000000000001,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.08,8.0,2.0,0.25,0.25,20,0.16000000000000003,1.8,1.6400000000000001,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.08,8.0,2.0,0.25,0.5,20,-0.08999999999999997,1.8,1.8900000000000001,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.08,8.0,2.0,0.25,1.0,20,-0.59,1.8,2.39,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.12,8.0,2.0,0.25,0.0,20,0.49,2.2,1.7100000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.12,8.0,2.0,0.25,0.25,20,0.24,2.2,1.9600000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.12,8.0,2.0,0.25,0.5,20,-0.010000000000000009,2.2,2.21,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.12,8.0,2.0,0.25,1.0,20,-0.51,2.2,2.71,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,5.0,0.18,8.0,2.0,0.25,0.0,20,0.61,2.8,2.19,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.18,8.0,2.0,0.25,0.25,20,0.36,2.8,2.44,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.18,8.0,2.0,0.25,0.5,20,0.10999999999999999,2.8,2.69,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,5.0,0.18,8.0,2.0,0.25,1.0,20,-0.39,2.8,3.19,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.02,14.0,2.0,0.25,0.0,20,0.29,1.32,1.03,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.02,14.0,2.0,0.25,0.25,20,0.03999999999999998,1.32,1.28,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.02,14.0,2.0,0.25,0.5,20,-0.21000000000000002,1.32,1.53,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.02,14.0,2.0,0.25,1.0,20,-0.71,1.32,2.0300000000000002,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.05,14.0,2.0,0.25,0.0,20,0.35,1.8,1.4500000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.05,14.0,2.0,0.25,0.25,20,0.09999999999999998,1.8,1.7000000000000002,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.05,14.0,2.0,0.25,0.5,20,-0.15000000000000002,1.8,1.9500000000000002,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.05,14.0,2.0,0.25,1.0,20,-0.65,1.8,2.45,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.08,14.0,2.0,0.25,0.0,20,0.41000000000000003,2.2800000000000002,1.87,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.08,14.0,2.0,0.25,0.25,20,0.16000000000000003,2.2800000000000002,2.12,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.08,14.0,2.0,0.25,0.5,20,-0.08999999999999997,2.2800000000000002,2.37,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.08,14.0,2.0,0.25,1.0,20,-0.59,2.2800000000000002,2.87,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.12,14.0,2.0,0.25,0.0,20,0.49,2.92,2.4299999999999997,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.12,14.0,2.0,0.25,0.25,20,0.24,2.92,2.6799999999999997,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.12,14.0,2.0,0.25,0.5,20,-0.010000000000000009,2.92,2.9299999999999997,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.12,14.0,2.0,0.25,1.0,20,-0.51,2.92,3.4299999999999997,False,False,False,False,True
off_range_reciprocal_grouping,range_blocked,8.0,0.18,14.0,2.0,0.25,0.0,20,0.61,3.88,3.27,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.18,14.0,2.0,0.25,0.25,20,0.36,3.88,3.52,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.18,14.0,2.0,0.25,0.5,20,0.10999999999999999,3.88,3.77,False,True,False,False,False
off_range_reciprocal_grouping,range_blocked,8.0,0.18,14.0,2.0,0.25,1.0,20,-0.39,3.88,4.27,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,3.0,0.02,4.0,2.0,0.45,0.0,20,0.49,1.12,0.6300000000000001,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.02,4.0,2.0,0.45,0.25,20,0.24,1.12,0.8800000000000001,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.02,4.0,2.0,0.45,0.5,20,-0.010000000000000009,1.12,1.1300000000000001,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,3.0,0.02,4.0,2.0,0.45,1.0,20,-0.51,1.12,1.6300000000000001,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,3.0,0.05,4.0,2.0,0.45,0.0,20,0.55,1.3,0.75,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.05,4.0,2.0,0.45,0.25,20,0.30000000000000004,1.3,1.0,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.05,4.0,2.0,0.45,0.5,20,0.050000000000000044,1.3,1.25,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.05,4.0,2.0,0.45,1.0,20,-0.44999999999999996,1.3,1.75,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,3.0,0.08,4.0,2.0,0.45,0.0,20,0.61,1.48,0.87,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.08,4.0,2.0,0.45,0.25,20,0.36,1.48,1.12,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.08,4.0,2.0,0.45,0.5,20,0.10999999999999999,1.48,1.37,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.08,4.0,2.0,0.45,1.0,20,-0.39,1.48,1.87,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,3.0,0.12,4.0,2.0,0.45,0.0,20,0.69,1.72,1.03,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.12,4.0,2.0,0.45,0.25,20,0.43999999999999995,1.72,1.28,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.12,4.0,2.0,0.45,0.5,20,0.18999999999999995,1.72,1.53,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.12,4.0,2.0,0.45,1.0,20,-0.31000000000000005,1.72,2.0300000000000002,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,3.0,0.18,4.0,2.0,0.45,0.0,20,0.81,2.08,1.27,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.18,4.0,2.0,0.45,0.25,20,0.56,2.08,1.52,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.18,4.0,2.0,0.45,0.5,20,0.31000000000000005,2.08,1.77,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,3.0,0.18,4.0,2.0,0.45,1.0,20,-0.18999999999999995,2.08,2.27,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,5.0,0.02,8.0,2.0,0.45,0.0,20,0.49,1.2,0.71,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.02,8.0,2.0,0.45,0.25,20,0.24,1.2,0.96,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.02,8.0,2.0,0.45,0.5,20,-0.010000000000000009,1.2,1.21,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,5.0,0.02,8.0,2.0,0.45,1.0,20,-0.51,1.2,1.71,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,5.0,0.05,8.0,2.0,0.45,0.0,20,0.55,1.5,0.95,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.05,8.0,2.0,0.45,0.25,20,0.30000000000000004,1.5,1.2,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.05,8.0,2.0,0.45,0.5,20,0.050000000000000044,1.5,1.45,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.05,8.0,2.0,0.45,1.0,20,-0.44999999999999996,1.5,1.95,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,5.0,0.08,8.0,2.0,0.45,0.0,20,0.61,1.8,1.19,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.08,8.0,2.0,0.45,0.25,20,0.36,1.8,1.44,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.08,8.0,2.0,0.45,0.5,20,0.10999999999999999,1.8,1.69,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.08,8.0,2.0,0.45,1.0,20,-0.39,1.8,2.19,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,5.0,0.12,8.0,2.0,0.45,0.0,20,0.69,2.2,1.5100000000000002,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.12,8.0,2.0,0.45,0.25,20,0.43999999999999995,2.2,1.7600000000000002,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.12,8.0,2.0,0.45,0.5,20,0.18999999999999995,2.2,2.0100000000000002,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.12,8.0,2.0,0.45,1.0,20,-0.31000000000000005,2.2,2.5100000000000002,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,5.0,0.18,8.0,2.0,0.45,0.0,20,0.81,2.8,1.9899999999999998,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.18,8.0,2.0,0.45,0.25,20,0.56,2.8,2.2399999999999998,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.18,8.0,2.0,0.45,0.5,20,0.31000000000000005,2.8,2.4899999999999998,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,5.0,0.18,8.0,2.0,0.45,1.0,20,-0.18999999999999995,2.8,2.9899999999999998,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,8.0,0.02,14.0,2.0,0.45,0.0,20,0.49,1.32,0.8300000000000001,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.02,14.0,2.0,0.45,0.25,20,0.24,1.32,1.08,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.02,14.0,2.0,0.45,0.5,20,-0.010000000000000009,1.32,1.33,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,8.0,0.02,14.0,2.0,0.45,1.0,20,-0.51,1.32,1.83,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,8.0,0.05,14.0,2.0,0.45,0.0,20,0.55,1.8,1.25,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.05,14.0,2.0,0.45,0.25,20,0.30000000000000004,1.8,1.5,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.05,14.0,2.0,0.45,0.5,20,0.050000000000000044,1.8,1.75,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.05,14.0,2.0,0.45,1.0,20,-0.44999999999999996,1.8,2.25,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,8.0,0.08,14.0,2.0,0.45,0.0,20,0.61,2.2800000000000002,1.6700000000000004,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.08,14.0,2.0,0.45,0.25,20,0.36,2.2800000000000002,1.9200000000000004,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.08,14.0,2.0,0.45,0.5,20,0.10999999999999999,2.2800000000000002,2.1700000000000004,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.08,14.0,2.0,0.45,1.0,20,-0.39,2.2800000000000002,2.6700000000000004,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,8.0,0.12,14.0,2.0,0.45,0.0,20,0.69,2.92,2.23,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.12,14.0,2.0,0.45,0.25,20,0.43999999999999995,2.92,2.48,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.12,14.0,2.0,0.45,0.5,20,0.18999999999999995,2.92,2.73,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.12,14.0,2.0,0.45,1.0,20,-0.31000000000000005,2.92,3.23,False,False,False,False,True
near_zero_denominator_grouping,denominator_blocked,8.0,0.18,14.0,2.0,0.45,0.0,20,0.81,3.88,3.07,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.18,14.0,2.0,0.45,0.25,20,0.56,3.88,3.32,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.18,14.0,2.0,0.45,0.5,20,0.31000000000000005,3.88,3.57,False,True,False,False,False
near_zero_denominator_grouping,denominator_blocked,8.0,0.18,14.0,2.0,0.45,1.0,20,-0.18999999999999995,3.88,4.07,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.02,4.0,2.0,0.3,0.0,20,0.33999999999999997,1.12,0.7800000000000001,True,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.02,4.0,2.0,0.3,0.25,20,0.08999999999999997,1.12,1.0300000000000002,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.02,4.0,2.0,0.3,0.5,20,-0.16000000000000003,1.12,1.2800000000000002,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.02,4.0,2.0,0.3,1.0,20,-0.66,1.12,1.7800000000000002,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.05,4.0,2.0,0.3,0.0,20,0.4,1.3,0.9,True,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.05,4.0,2.0,0.3,0.25,20,0.15000000000000002,1.3,1.15,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.05,4.0,2.0,0.3,0.5,20,-0.09999999999999998,1.3,1.4,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.05,4.0,2.0,0.3,1.0,20,-0.6,1.3,1.9,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.08,4.0,2.0,0.3,0.0,20,0.45999999999999996,1.48,1.02,True,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.08,4.0,2.0,0.3,0.25,20,0.20999999999999996,1.48,1.27,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.08,4.0,2.0,0.3,0.5,20,-0.040000000000000036,1.48,1.52,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.08,4.0,2.0,0.3,1.0,20,-0.54,1.48,2.02,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.12,4.0,2.0,0.3,0.0,20,0.54,1.72,1.18,True,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.12,4.0,2.0,0.3,0.25,20,0.29000000000000004,1.72,1.43,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.12,4.0,2.0,0.3,0.5,20,0.040000000000000036,1.72,1.68,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.12,4.0,2.0,0.3,1.0,20,-0.45999999999999996,1.72,2.1799999999999997,False,False,False,False,True
schreier_pairing_analogy,toy_only,3.0,0.18,4.0,2.0,0.3,0.0,20,0.6599999999999999,2.08,1.4200000000000002,True,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.18,4.0,2.0,0.3,0.25,20,0.4099999999999999,2.08,1.6700000000000002,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.18,4.0,2.0,0.3,0.5,20,0.15999999999999992,2.08,1.9200000000000002,False,True,False,False,False
schreier_pairing_analogy,toy_only,3.0,0.18,4.0,2.0,0.3,1.0,20,-0.3400000000000001,2.08,2.42,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.02,8.0,2.0,0.3,0.0,20,0.33999999999999997,1.2,0.86,True,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.02,8.0,2.0,0.3,0.25,20,0.08999999999999997,1.2,1.1099999999999999,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.02,8.0,2.0,0.3,0.5,20,-0.16000000000000003,1.2,1.3599999999999999,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.02,8.0,2.0,0.3,1.0,20,-0.66,1.2,1.8599999999999999,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.05,8.0,2.0,0.3,0.0,20,0.4,1.5,1.1,True,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.05,8.0,2.0,0.3,0.25,20,0.15000000000000002,1.5,1.35,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.05,8.0,2.0,0.3,0.5,20,-0.09999999999999998,1.5,1.6,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.05,8.0,2.0,0.3,1.0,20,-0.6,1.5,2.1,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.08,8.0,2.0,0.3,0.0,20,0.45999999999999996,1.8,1.34,True,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.08,8.0,2.0,0.3,0.25,20,0.20999999999999996,1.8,1.59,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.08,8.0,2.0,0.3,0.5,20,-0.040000000000000036,1.8,1.84,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.08,8.0,2.0,0.3,1.0,20,-0.54,1.8,2.34,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.12,8.0,2.0,0.3,0.0,20,0.54,2.2,1.6600000000000001,True,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.12,8.0,2.0,0.3,0.25,20,0.29000000000000004,2.2,1.9100000000000001,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.12,8.0,2.0,0.3,0.5,20,0.040000000000000036,2.2,2.16,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.12,8.0,2.0,0.3,1.0,20,-0.45999999999999996,2.2,2.66,False,False,False,False,True
schreier_pairing_analogy,toy_only,5.0,0.18,8.0,2.0,0.3,0.0,20,0.6599999999999999,2.8,2.1399999999999997,True,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.18,8.0,2.0,0.3,0.25,20,0.4099999999999999,2.8,2.3899999999999997,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.18,8.0,2.0,0.3,0.5,20,0.15999999999999992,2.8,2.6399999999999997,False,True,False,False,False
schreier_pairing_analogy,toy_only,5.0,0.18,8.0,2.0,0.3,1.0,20,-0.3400000000000001,2.8,3.1399999999999997,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.02,14.0,2.0,0.3,0.0,20,0.33999999999999997,1.32,0.9800000000000001,True,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.02,14.0,2.0,0.3,0.25,20,0.08999999999999997,1.32,1.23,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.02,14.0,2.0,0.3,0.5,20,-0.16000000000000003,1.32,1.48,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.02,14.0,2.0,0.3,1.0,20,-0.66,1.32,1.98,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.05,14.0,2.0,0.3,0.0,20,0.4,1.8,1.4,True,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.05,14.0,2.0,0.3,0.25,20,0.15000000000000002,1.8,1.65,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.05,14.0,2.0,0.3,0.5,20,-0.09999999999999998,1.8,1.9,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.05,14.0,2.0,0.3,1.0,20,-0.6,1.8,2.4,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.08,14.0,2.0,0.3,0.0,20,0.45999999999999996,2.2800000000000002,1.8200000000000003,True,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.08,14.0,2.0,0.3,0.25,20,0.20999999999999996,2.2800000000000002,2.0700000000000003,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.08,14.0,2.0,0.3,0.5,20,-0.040000000000000036,2.2800000000000002,2.3200000000000003,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.08,14.0,2.0,0.3,1.0,20,-0.54,2.2800000000000002,2.8200000000000003,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.12,14.0,2.0,0.3,0.0,20,0.54,2.92,2.38,True,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.12,14.0,2.0,0.3,0.25,20,0.29000000000000004,2.92,2.63,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.12,14.0,2.0,0.3,0.5,20,0.040000000000000036,2.92,2.88,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.12,14.0,2.0,0.3,1.0,20,-0.45999999999999996,2.92,3.38,False,False,False,False,True
schreier_pairing_analogy,toy_only,8.0,0.18,14.0,2.0,0.3,0.0,20,0.6599999999999999,3.88,3.2199999999999998,True,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.18,14.0,2.0,0.3,0.25,20,0.4099999999999999,3.88,3.4699999999999998,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.18,14.0,2.0,0.3,0.5,20,0.15999999999999992,3.88,3.7199999999999998,False,True,False,False,False
schreier_pairing_analogy,toy_only,8.0,0.18,14.0,2.0,0.3,1.0,20,-0.3400000000000001,3.88,4.22,False,False,False,False,True
