kappa,alpha_W,Delta_exponent_d,eta,target_type,target_label,effective_A,sigma,omega,support_valid,endpoint_beating,required_beta,candidate_beta,variance_exponent_candidate,variance_exponent_baseline,mean_square_threshold_exponent,local_window_success,failure_reason
8.0,0.006,0.1,0.08,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,0.48,0.41000000000000003,1.87,2.2800000000000002,1.8,False,support_invalid
8.0,0.006,0.1,0.08,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,0.48,0.24,2.04,2.2800000000000002,1.8,False,support_invalid
8.0,0.006,0.1,0.08,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,0.48,0.4,1.88,2.2800000000000002,1.8,False,support_invalid
8.0,0.006,0.1,0.1,markov_baseline,baseline A=2k,16.0,0.0,0.0,True,True,0.8,0.0,2.6,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,True,True,0.8,0.2,2.4000000000000004,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,True,True,0.8,0.4,2.2,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,True,True,0.8,0.25,2.35,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,True,True,0.8,0.75,1.85,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,True,True,0.8,0.45,2.1500000000000004,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,True,True,0.8,0.30000000000000004,2.3,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.1,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,True,True,0.8,0.5,2.1,2.6,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,markov_baseline,baseline A=2k,16.0,0.0,0.0,True,True,1.6,0.0,3.4,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,True,True,1.6,0.3,3.1,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,True,True,1.6,0.6,2.8,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,True,True,1.6,0.25,3.15,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,True,True,1.6,0.75,2.65,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,True,True,1.6,0.55,2.85,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,True,True,1.6,0.44999999999999996,2.95,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.15,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,True,True,1.6,0.75,2.65,3.4,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,markov_baseline,baseline A=2k,16.0,0.0,0.0,True,True,3.2,0.0,5.0,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,True,True,3.2,0.5,4.5,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,True,True,3.2,1.0,4.0,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,True,True,3.2,0.25,4.75,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,True,True,3.2,0.75,4.25,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,True,True,3.2,0.75,4.25,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,True,True,3.2,0.75,4.25,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.1,0.25,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,True,True,3.2,1.25,3.75,5.0,1.8,False,needs_more_numerator_saving
8.0,0.006,0.15,0.0,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.7,0.0,1.0,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.7,0.0,1.0,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.7,0.0,1.0,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.7,0.25,0.75,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.7,0.75,0.25,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.7,0.25,0.75,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.7,0.0,1.0,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.0,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.7,0.0,1.0,1.0,1.7,False,support_invalid
8.0,0.006,0.15,0.002,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.668,0.0,1.032,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.668,0.004,1.028,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.668,0.008,1.024,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.668,0.25,0.782,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.668,0.75,0.28200000000000003,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.668,0.254,0.778,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.668,0.006,1.026,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.002,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.668,0.01,1.022,1.032,1.7,False,support_invalid
8.0,0.006,0.15,0.004,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.636,0.0,1.064,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.636,0.008,1.056,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.636,0.016,1.048,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.636,0.25,0.8140000000000001,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.636,0.75,0.31400000000000006,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.636,0.258,0.806,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.636,0.012,1.052,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.004,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.636,0.02,1.044,1.064,1.7,False,support_invalid
8.0,0.006,0.15,0.006,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.604,0.0,1.096,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.604,0.012,1.084,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.604,0.024,1.072,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.604,0.25,0.8460000000000001,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.604,0.75,0.3460000000000001,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.604,0.262,0.8340000000000001,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.604,0.018000000000000002,1.078,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.006,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.604,0.03,1.066,1.096,1.7,False,support_invalid
8.0,0.006,0.15,0.008,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.5720000000000001,0.0,1.1280000000000001,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.5720000000000001,0.016,1.112,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.5720000000000001,0.032,1.096,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.5720000000000001,0.25,0.8780000000000001,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.5720000000000001,0.75,0.3780000000000001,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.5720000000000001,0.266,0.8620000000000001,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.5720000000000001,0.024,1.104,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.008,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.5720000000000001,0.04,1.088,1.1280000000000001,1.7,False,support_invalid
8.0,0.006,0.15,0.01,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.54,0.0,1.16,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.54,0.02,1.1400000000000001,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.54,0.04,1.12,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.54,0.25,0.9099999999999999,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.54,0.75,0.4099999999999999,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.54,0.27,0.8900000000000001,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.54,0.03,1.13,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.01,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.54,0.05,1.11,1.16,1.7,False,support_invalid
8.0,0.006,0.15,0.02,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.38,0.0,1.32,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.38,0.04,1.28,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.38,0.08,1.24,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.38,0.25,1.07,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.38,0.75,0.5700000000000001,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.38,0.29,1.03,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.38,0.06,1.26,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.02,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.38,0.1,1.22,1.32,1.7,False,support_invalid
8.0,0.006,0.15,0.05,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,0.10000000000000009,0.0,1.8,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,0.10000000000000009,0.1,1.7000000000000002,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,0.10000000000000009,0.2,1.6,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,0.10000000000000009,0.25,1.55,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,0.10000000000000009,0.75,1.05,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,0.10000000000000009,0.35,1.4500000000000002,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,0.10000000000000009,0.15000000000000002,1.65,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.05,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,0.10000000000000009,0.25,1.55,1.8,1.7,False,support_invalid
8.0,0.006,0.15,0.08,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,0.5800000000000001,0.0,2.2800000000000002,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,0.5800000000000001,0.16,2.12,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,0.5800000000000001,0.32,1.96,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,0.5800000000000001,0.25,2.0300000000000002,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,0.5800000000000001,0.75,1.5300000000000002,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,0.5800000000000001,0.41000000000000003,1.87,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,0.5800000000000001,0.24,2.04,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.08,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,0.5800000000000001,0.4,1.88,2.2800000000000002,1.7,False,support_invalid
8.0,0.006,0.15,0.1,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,0.9000000000000001,0.0,2.6,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,0.9000000000000001,0.2,2.4000000000000004,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,0.9000000000000001,0.4,2.2,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,0.9000000000000001,0.25,2.35,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,0.9000000000000001,0.75,1.85,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,0.9000000000000001,0.45,2.1500000000000004,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,0.9000000000000001,0.30000000000000004,2.3,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.1,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,0.9000000000000001,0.5,2.1,2.6,1.7,False,support_invalid
8.0,0.006,0.15,0.15,markov_baseline,baseline A=2k,16.0,0.0,0.0,True,True,1.6999999999999997,0.0,3.4,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,True,True,1.6999999999999997,0.3,3.1,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,True,True,1.6999999999999997,0.6,2.8,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,True,True,1.6999999999999997,0.25,3.15,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,True,True,1.6999999999999997,0.75,2.65,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,True,True,1.6999999999999997,0.55,2.85,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,True,True,1.6999999999999997,0.44999999999999996,2.95,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.15,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,True,True,1.6999999999999997,0.75,2.65,3.4,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,markov_baseline,baseline A=2k,16.0,0.0,0.0,True,True,3.3,0.0,5.0,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,True,True,3.3,0.5,4.5,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,True,True,3.3,1.0,4.0,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,True,True,3.3,0.25,4.75,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,True,True,3.3,0.75,4.25,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,True,True,3.3,0.75,4.25,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,True,True,3.3,0.75,4.25,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.15,0.25,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,True,True,3.3,1.25,3.75,5.0,1.7,False,needs_more_numerator_saving
8.0,0.006,0.25,0.0,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.5,0.0,1.0,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.5,0.0,1.0,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.5,0.0,1.0,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.5,0.25,0.75,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.5,0.75,0.25,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.5,0.25,0.75,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.5,0.0,1.0,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.0,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.5,0.0,1.0,1.0,1.5,False,support_invalid
8.0,0.006,0.25,0.002,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.46799999999999997,0.0,1.032,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.46799999999999997,0.004,1.028,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.46799999999999997,0.008,1.024,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.46799999999999997,0.25,0.782,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.46799999999999997,0.75,0.28200000000000003,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.46799999999999997,0.254,0.778,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.46799999999999997,0.006,1.026,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.002,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.46799999999999997,0.01,1.022,1.032,1.5,False,support_invalid
8.0,0.006,0.25,0.004,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.43599999999999994,0.0,1.064,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.43599999999999994,0.008,1.056,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.43599999999999994,0.016,1.048,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.43599999999999994,0.25,0.8140000000000001,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.43599999999999994,0.75,0.31400000000000006,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.43599999999999994,0.258,0.806,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.43599999999999994,0.012,1.052,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.004,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.43599999999999994,0.02,1.044,1.064,1.5,False,support_invalid
8.0,0.006,0.25,0.006,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.404,0.0,1.096,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.404,0.012,1.084,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.404,0.024,1.072,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.404,0.25,0.8460000000000001,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.404,0.75,0.3460000000000001,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.404,0.262,0.8340000000000001,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.404,0.018000000000000002,1.078,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.006,stratified_weighted,stratified A=2k-4 W=q^-1,11.0,0.0,-1.0,False,True,-0.404,0.03,1.066,1.096,1.5,False,support_invalid
8.0,0.006,0.25,0.008,markov_baseline,baseline A=2k,16.0,0.0,0.0,False,True,-0.372,0.0,1.1280000000000001,1.1280000000000001,1.5,False,support_invalid
8.0,0.006,0.25,0.008,coefficient_variation,CV A=2k-2,14.0,0.0,0.0,False,True,-0.372,0.016,1.112,1.1280000000000001,1.5,False,support_invalid
8.0,0.006,0.25,0.008,coefficient_variation,CV A=2k-4,12.0,0.0,0.0,False,True,-0.372,0.032,1.096,1.1280000000000001,1.5,False,support_invalid
8.0,0.006,0.25,0.008,direct_small_x,direct sigma=0.25,16.0,0.25,0.0,False,True,-0.372,0.25,0.8780000000000001,1.1280000000000001,1.5,False,support_invalid
8.0,0.006,0.25,0.008,direct_small_x,direct sigma=0.75,16.0,0.75,0.0,False,True,-0.372,0.75,0.3780000000000001,1.1280000000000001,1.5,False,support_invalid
8.0,0.006,0.25,0.008,direct_small_x,direct A=2k-2 sigma=0.25,14.0,0.25,0.0,False,True,-0.372,0.266,0.8620000000000001,1.1280000000000001,1.5,False,support_invalid
8.0,0.006,0.25,0.008,stratified_weighted,stratified A=2k-4 W=q,13.0,0.0,1.0,False,True,-0.372,0.024,1.104,1.1280000000000001,1.5,False,support_invalid
