L,canonical_key,conjugacy_class_multiplicity,pre_fold_pair_multiplicity,weight_unweighted,weight_exp_decay_theta_0_5,weight_length_inverse,V,count_a,count_b,C,n_power,conflict,primitive_power_pair_classes,diagonal_cyclic_pair_classes,primitive_nondiagonal_pair_classes,rank_two_after_diagonal_pair_classes,rank_proxy,coeff_order_1,coeff_order_2,coeff_order_3,coeff_order_4,notes
5,0b3;1a0;2b0;3b5;4a1;4b2;5a4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;4b2;5b1,2,128,128,2.34440177776,8,6,2,5,7,1,yes,0,0,2,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;4b2;5b4,6,232,232,2.40244521531,11.2,6,2,5,7,1,yes,4,0,2,6,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;4b6;5b1;6a2,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;4b6;5b1;6b2,2,160,160,1.77743944612,8,7,2,6,8,1,yes,0,0,2,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;4b6;5b2;6a3,2,40,40,0.44435986153,2,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;5a2;5b4,2,200,200,1.34758939982,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;5a4;5b2,6,280,280,2.23630912288,12,6,3,4,7,1,yes,4,0,2,6,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;5b1;6a2;6b4,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;5b1;6a4;6b2,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a1;5b2;6a3;6b4,2,40,40,0.44435986153,2,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a2;4b1;5a4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a2;4b1;5b2,2,32,32,0.586100444439,2,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a2;4b1;5b4,2,160,160,1.77743944612,8,6,2,5,7,1,yes,0,0,2,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a3;4b1;5b2,2,32,32,0.586100444439,2,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4a5;4b1;5b2,6,280,280,2.23630912288,12,6,2,5,7,1,yes,4,0,2,6,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4b1;5a2;5b4,2,200,200,1.34758939982,8,6,2,5,7,1,yes,0,0,2,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4b1;5a4;5b2,6,280,280,2.23630912288,12,6,2,5,7,1,yes,4,0,2,6,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b5;4b1;5b2;6a3;6b4,2,40,40,0.44435986153,2,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b2;5a6;5b1,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b2;5b1;6a5,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b2;5b1;6b5,2,160,160,1.77743944612,8,7,2,6,8,1,yes,0,0,2,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b5;5a2;6a4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b5;5a2;6b2,2,40,40,0.44435986153,2,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b5;5a2;6b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b5;5b2;6a4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;4b5;5b2;6b4,2,200,200,1.34758939982,8,7,2,6,8,1,yes,0,0,2,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5a2;5b1;6a4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5a2;5b1;6b4,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5a2;5b4;6a4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5a2;5b4;6b2,2,40,40,0.44435986153,2,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5a4;5b2;6b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5a4;5b2;6b5,2,40,40,0.269517879963,1.6,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a1;5b2;6a4;6b5,2,40,40,0.269517879963,1.6,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a2;4b1;5b2;6b5,2,32,32,0.355487889224,1.6,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a3;4b1;5b2;6b5,2,32,32,0.355487889224,1.6,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a5;4b1;5b2;6a4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a5;4b1;5b2;6b4,2,200,200,1.34758939982,8,7,2,6,8,1,yes,0,0,2,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a5;4b1;5b2;6b5,2,40,40,0.269517879963,1.6,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a6;4b1;5a2;5b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a6;4b1;5a4;5b2,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4a6;4b1;5b2;6b5,2,40,40,0.269517879963,1.6,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4b1;5a2;5b4;6a4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4b1;5a2;5b4;6b2,2,40,40,0.44435986153,2,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4b1;5a4;5b2;6b4,2,200,200,1.34758939982,8,7,2,6,8,1,yes,0,0,2,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4b1;5a4;5b2;6b5,2,40,40,0.269517879963,1.6,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b6;4b1;5b2;6a4;6b5,2,40,40,0.269517879963,1.6,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b5;5a2;6b2;7b6,2,40,40,0.269517879963,1.6,8,3,6,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5a7;5b1;6a2,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5a7;5b1;6b2,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5b1;6a2;7a5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5b1;6a2;7b5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5b1;6b2;7a5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5b1;6b2;7b5,2,200,200,1.34758939982,8,8,2,7,9,1,yes,0,0,2,2,rank_two_noncyclic,-6,-6,-6,-6,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;4b6;5b2;6a3;7b5,2,40,40,0.269517879963,1.6,8,3,6,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5a2;5b4;6b2;7b6,2,40,40,0.269517879963,1.6,8,3,6,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5a6;5b1;6b2;7a4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5a6;5b1;6b2;7b4,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5a7;5b1;6a2;6b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5a7;5b1;6a4;6b2,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a2;6b4;7a5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a2;6b4;7b5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a2;6b5;7a4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a2;6b5;7b4,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a4;6b2;7a5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a4;6b2;7b5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a5;6b2;7a4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b1;6a5;6b2;7b4,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4a1;5b2;6a3;6b4;7b5,2,40,40,0.269517879963,1.6,8,3,6,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4b1;5a2;5b4;6b2;7b6,2,40,40,0.269517879963,1.6,8,2,7,9,1,yes,2,0,0,2,rank_two_noncyclic,-6,-6,-6,-6,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3b7;4b1;5b2;6a3;6b4;7b5,2,40,40,0.269517879963,1.6,8,2,7,9,1,yes,2,0,0,2,rank_two_noncyclic,-6,-6,-6,-6,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b2;5a3;5b1,2,128,128,2.34440177776,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b2;5a3;5b4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b2;5b1;6a3;6b5,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b5;5a2;6a3;6b4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b5;5a3;5b2,2,200,200,1.34758939982,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b5;5b2;6a3;6b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5a2;5b1;6a3,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5a2;5b4;6a3,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5a3;5b1;6a2,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5a3;5b1;6b2,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5a4;5b2;6a3,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5b1;6a2;7a3;7b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b6;5b1;6b2;7a3;7b5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b7;5a6;5b1;6b2;7a3,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b7;5b1;6a2;6b5;7a3,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;4b7;5b1;6a5;6b2;7a3,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5a2;5b1;6a3;6b4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5a3;5b1;6a2;6b4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5a3;5b1;6a4;6b2,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5a4;5b2;6a3;6b4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5a6;5b1;6b2;7a3;7b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5b1;6a2;6b4;7a3;7b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5b1;6a2;6b5;7a3;7b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5b1;6a4;6b2;7a3;7b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a1;5b1;6a5;6b2;7a3;7b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a2;4b1;5a3;5b4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a3;4b1;5a2;5b4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a3;4b1;5a4;5b2,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4a5;4b1;5b2;6a3;6b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;4b1;5a4;5b2;6a3;6b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b0,3,48,48,3.75855071956,8,2,1,1,2,0,yes,2,3,0,0,rank_two_noncyclic,-1,0,0,0,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b0;2a1;2b1,4,128,128,6.37274475109,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b0;2a1;2b2,4,160,160,4.83158134757,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b0;2a1;2b3;3b1,4,160,160,4.83158134757,16,4,2,3,5,1,yes,0,0,4,4,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b0;2a1;3a2;3b1,2,80,80,2.41579067379,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b0;2a2;2b1,4,160,160,4.83158134757,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b1;2a1;2b0,6,304,304,6.12586265893,20,3,2,2,4,1,yes,2,0,4,6,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b1;2b0;3a1;3b2,4,320,320,3.55487889224,16,4,2,3,5,1,yes,0,0,4,4,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a1;2b0,4,192,192,5.78254558913,16,3,2,2,4,1,yes,0,0,4,4,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a2;2b0,2,48,48,1.44947440427,4,3,2,2,4,1,yes,2,0,0,2,rank_two_noncyclic,-1,-1,-1,-1,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a3;2b0;3a1,2,96,96,2.89894880854,8,4,3,2,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a3;2b0;3b1,2,96,96,2.89894880854,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a4;2b0;3a1;3b4,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a4;2b0;3a1;4a3,2,120,120,2.19787666665,8,5,4,2,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a4;2b0;3a1;4b3,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,1a0;1b2;2a4;2b0;3b1;4b3,2,120,120,2.19787666665,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
