family,L,V,constraint_counts,log_coeff_order,log_coefficient,abs_log_coefficient,nearest_singularity_scale,mechanism_note
rank4_delocalization_toy_s4,37,144,37;37;37;37,2,-460080,460080,1/143,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,37,144,37;37;37;37,3,-34744464,34744464,1/143,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,37,144,37;37;37;37,4,-3029420736,3029420736,1/143,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,38,38,38,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,38,38,38,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,38,38,38,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,38,38,38,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,38,39,38,1,-38,38,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,38,39,38,2,-722,722,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,38,39,38,3,-54872/3,54872/3,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,38,39,38,4,-521284,521284,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,38,75,38;38,1,-1369,1369,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,38,75,38;38,2,-102675/2,102675/2,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,38,75,38;38,3,-6712207/3,6712207/3,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,38,75,38;38,4,-429284175/4,429284175/4,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,38,73,38;38,1,-1222,1222,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,38,73,38;38,2,-45935,45935,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,38,73,38;38,3,-5917966/3,5917966/3,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,38,73,38;38,4,-185449679/2,185449679/2,1/72,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,38,148,38;38;38;38,1,-8066,8066,1/147,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,38,148,38;38;38;38,2,-499685,499685,1/147,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,38,148,38;38;38;38,3,-116354048/3,116354048/3,1/147,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,38,148,38;38;38;38,4,-6951769679/2,6951769679/2,1/147,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,39,39,39,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,39,39,39,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,39,39,39,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,39,39,39,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,39,40,39,1,-39,39,1/39,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,39,40,39,2,-1521/2,1521/2,1/39,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,39,40,39,3,-19773,19773,1/39,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,39,40,39,4,-2313441/4,2313441/4,1/39,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,39,77,39;39,1,-1444,1444,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,39,77,39;39,2,-55594,55594,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,39,77,39;39,3,-7463314/3,7463314/3,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,39,77,39;39,4,-122529176,122529176,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,39,75,39;39,1,-1293,1293,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,39,75,39;39,2,-99787/2,99787/2,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,39,75,39;39,3,-2200821,2200821,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,39,75,39;39,4,-425113903/4,425113903/4,1/74,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,39,152,39;39;39;39,1,-8512,8512,1/151,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,39,152,39;39;39;39,2,-541500,541500,1/151,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,39,152,39;39;39;39,3,-129502252/3,129502252/3,1/151,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,39,152,39;39;39;39,4,-3973501008,3973501008,1/151,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,40,40,40,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,40,40,40,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,40,40,40,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,40,40,40,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,40,41,40,1,-40,40,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,40,41,40,2,-800,800,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,40,41,40,3,-64000/3,64000/3,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,40,41,40,4,-640000,640000,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,40,79,40;40,1,-1521,1521,1/78,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,40,79,40;40,2,-120159/2,120159/2,1/78,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,40,79,40;40,3,-2758587,2758587,1/78,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,40,79,40;40,4,-557657919/4,557657919/4,1/78,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,40,77,40;40,1,-1366,1366,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,40,77,40;40,2,-54073,54073,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,40,77,40;40,3,-7344676/3,7344676/3,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,40,77,40;40,4,-242744911/2,242744911/2,1/76,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,40,156,40;40;40;40,1,-8970,8970,1/155,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,40,156,40;40;40;40,2,-585585,585585,1/155,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,40,156,40;40;40;40,3,-47911500,47911500,1/155,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,40,156,40;40;40;40,4,-9053087823/2,9053087823/2,1/155,sum_B j^r - sum_A j^r over indices up to O(L)
