L,canonical_key,multiplicity,V,count_a,count_b,conflict,rank_proxy,cyclic_proxy,profile_expression,notes
4,0b3;1a0;1b2;2b0;3a4;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3a4;4a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3a4;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3b1,24,4,1,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3b4;4a1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3b4;4a2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3b4;4a3,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;3b4;4b1,8,5,1,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b2;2b0;4a3;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a1;2b0;3a4,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a1;2b0;4a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a2;2b0;3a4,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a2;2b0;4a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a3;2b0;3a4,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a3;2b0;4a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a3;2b0;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a3;2b0;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a3;2b0;4b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a5;3b5,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a5;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a5;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3a5;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3b5;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3b5;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;3b5;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;4a3,24,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a4;2b0;5a3;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3a4;3b5,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3a4;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3a4;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3a4;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3b5;4a1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3b5;4a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3b5;4a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3b5;4b1,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;3b5;4b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;4a1;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;4a2;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;4a3;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;4a3;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;4b1;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2a5;2b0;4b2;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a1;4b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a2;4a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a2;4a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a2;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a2;4b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a3;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a3;4b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;3b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;3b5;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;3b5;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;4a2,24,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;4b2,24,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;5a2;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a4;5a3;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;3b5;4a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;3b5;4b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4a1;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4a1;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4a2;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4a2;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4a3;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4a3;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4b1;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4b1;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4b2;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3a5;4b2;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b1;4a2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b1;4b2,8,5,1,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b2;4a1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b2;4a2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b2;4a3,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b2;4b1,8,5,1,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4a1;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4a1;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4a2;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4a2;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4a3;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4a3;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4b1;5a2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4b1;5b2,8,6,1,6,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4b2;5a2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;3b5;4b2;5a3,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;4a1;5a3;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;4a2;5a3;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;4a3;4b2,24,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;4a3;5a2;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b4;2b0;4b1;5a3;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a4;2b0;3a5;4a1,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a4;2b0;3a5;4b1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a4;2b0;4a1;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a4;2b0;4b1;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a5;2b0;3a4;4a1,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a5;2b0;3a4;4b1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a5;2b0;3b4;4a1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a5;2b0;3b4;4b1,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2a5;2b0;4a3;4b1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3a4;4a1;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3a4;4a1;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3a4;4b1;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3a4;4b1;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3a5;4a1;4b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3a5;4a2;4b1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3b4;4a1;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3b4;4a1;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3b4;4b1;5a2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;3b4;4b1;5b2,8,6,1,6,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;4a1;4b2;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;4a2;4b1;5a3,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;4a3;4b1;5a2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;1b5;2b0;4a3;4b1;5b2,8,6,2,5,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a2,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a3,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a4;3b4,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a4;4a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a4;4a3,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a4;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3a4;4b2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3b2,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3b4;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3b4;4a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3b4;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;3b4;4b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;4a3;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a1;2b0;4a3;4b2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;3a1,8,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;3a4;4a1,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;3a4;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;3b1,8,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;3b4;4a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;3b4;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a2;2b0;4a3;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;3a1,24,4,3,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;3a4;4a1,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;3a4;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;3b1,24,4,2,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;3b4;4a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;3b4;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;4a1;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;4a1;4b2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a3;2b0;4a2;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a1;3b4,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a1;4a2,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a1;4a3,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a1;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a1;4b2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a2;4a1,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a2;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a3;4a1,8,5,4,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a3;4b1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;3b5;4a1,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;3b5;4b1,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4a1;5a2,8,6,5,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4a1;5a3,8,6,5,2,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4a1;5b1,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4a1;5b2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4b1;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4b1;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3a5;4b1;5b2,8,6,3,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b1;4a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b1;4a2,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b1;4a3,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b1;4b2,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b2;4a1,8,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b2;4b1,8,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b4;4a1,24,5,3,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b4;4b1,24,5,2,4,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b5;4a1;5a2,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
4,0b3;1a0;2a4;2b0;3b5;4a1;5a3,8,6,4,3,yes,rank_two_noncyclic,no,conflict,folded two-loop skeleton from ordered reduced-word pairs
