alpha,weight,partition,length,allowed_residues,multiplicity_vector,runner_counts,allowed_count_difference,quotient_sum,max_part
1,17,7 3 3 2 2,5,2 3,2:0:2;2:1:1;3:0:2,0 0 3 2 0,1,1,7
1,17,7 2 2 2 2 2,6,2 3,2:0:5;2:1:1,0 0 6 0 0,6,1,7
1,17,3 3 3 3 3 2,6,2 3,2:0:1;3:0:5,0 0 1 5 0,-4,0,3
1,17,3 3 3 2 2 2 2,7,2 3,2:0:4;3:0:3,0 0 4 3 0,1,0,3
1,17,3 2 2 2 2 2 2 2,8,2 3,2:0:7;3:0:1,0 0 7 1 0,6,0,3
1,18,18,1,2 3,3:3:1,0 0 0 1 0,-1,3,18
1,18,13 3 2,3,2 3,2:0:1;3:0:1;3:2:1,0 0 1 2 0,-1,2,13
1,18,12 3 3,3,2 3,2:2:1;3:0:2,0 0 1 2 0,-1,2,12
1,18,12 2 2 2,4,2 3,2:0:3;2:2:1,0 0 4 0 0,4,2,12
1,18,8 8 2,3,2 3,2:0:1;3:1:2,0 0 1 2 0,-1,2,8
1,18,8 7 3,3,2 3,2:1:1;3:0:1;3:1:1,0 0 1 2 0,-1,2,8
1,18,8 3 3 2 2,5,2 3,2:0:2;3:0:2;3:1:1,0 0 2 3 0,-1,1,8
1,18,8 2 2 2 2 2,6,2 3,2:0:5;3:1:1,0 0 5 1 0,4,1,8
1,18,7 7 2 2,4,2 3,2:0:2;2:1:2,0 0 4 0 0,4,2,7
1,18,7 3 3 3 2,5,2 3,2:0:1;2:1:1;3:0:3,0 0 2 3 0,-1,1,7
1,18,7 3 2 2 2 2,6,2 3,2:0:4;2:1:1;3:0:1,0 0 5 1 0,4,1,7
1,18,3 3 3 3 3 3,6,2 3,3:0:6,0 0 0 6 0,-6,0,3
1,18,3 3 3 3 2 2 2,7,2 3,2:0:3;3:0:4,0 0 3 4 0,-1,0,3
1,18,3 3 2 2 2 2 2 2,8,2 3,2:0:6;3:0:2,0 0 6 2 0,4,0,3
1,18,2 2 2 2 2 2 2 2 2,9,2 3,2:0:9,0 0 9 0 0,9,0,2
1,19,17 2,2,2 3,2:0:1;2:3:1,0 0 2 0 0,2,3,17
1,19,13 3 3,3,2 3,3:0:2;3:2:1,0 0 0 3 0,-3,2,13
1,19,13 2 2 2,4,2 3,2:0:3;3:2:1,0 0 3 1 0,2,2,13
1,19,12 7,2,2 3,2:1:1;2:2:1,0 0 2 0 0,2,3,12
1,19,12 3 2 2,4,2 3,2:0:2;2:2:1;3:0:1,0 0 3 1 0,2,2,12
1,19,8 8 3,3,2 3,3:0:1;3:1:2,0 0 0 3 0,-3,2,8
1,19,8 7 2 2,4,2 3,2:0:2;2:1:1;3:1:1,0 0 3 1 0,2,2,8
1,19,8 3 3 3 2,5,2 3,2:0:1;3:0:3;3:1:1,0 0 1 4 0,-3,1,8
1,19,8 3 2 2 2 2,6,2 3,2:0:4;3:0:1;3:1:1,0 0 4 2 0,2,1,8
1,19,7 7 3 2,4,2 3,2:0:1;2:1:2;3:0:1,0 0 3 1 0,2,2,7
1,19,7 3 3 3 3,5,2 3,2:1:1;3:0:4,0 0 1 4 0,-3,1,7
1,19,7 3 3 2 2 2,6,2 3,2:0:3;2:1:1;3:0:2,0 0 4 2 0,2,1,7
1,19,7 2 2 2 2 2 2,7,2 3,2:0:6;2:1:1,0 0 7 0 0,7,1,7
1,19,3 3 3 3 3 2 2,7,2 3,2:0:2;3:0:5,0 0 2 5 0,-3,0,3
1,19,3 3 3 2 2 2 2 2,8,2 3,2:0:5;3:0:3,0 0 5 3 0,2,0,3
1,19,3 2 2 2 2 2 2 2 2,9,2 3,2:0:8;3:0:1,0 0 8 1 0,7,0,3
1,20,18 2,2,2 3,2:0:1;3:3:1,0 0 1 1 0,0,3,18
1,20,17 3,2,2 3,2:3:1;3:0:1,0 0 1 1 0,0,3,17
1,20,13 7,2,2 3,2:1:1;3:2:1,0 0 1 1 0,0,3,13
1,20,13 3 2 2,4,2 3,2:0:2;3:0:1;3:2:1,0 0 2 2 0,0,2,13
1,20,12 8,2,2 3,2:2:1;3:1:1,0 0 1 1 0,0,3,12
1,20,12 3 3 2,4,2 3,2:0:1;2:2:1;3:0:2,0 0 2 2 0,0,2,12
1,20,12 2 2 2 2,5,2 3,2:0:4;2:2:1,0 0 5 0 0,5,2,12
1,20,8 8 2 2,4,2 3,2:0:2;3:1:2,0 0 2 2 0,0,2,8
1,20,8 7 3 2,4,2 3,2:0:1;2:1:1;3:0:1;3:1:1,0 0 2 2 0,0,2,8
1,20,8 3 3 3 3,5,2 3,3:0:4;3:1:1,0 0 0 5 0,-5,1,8
1,20,8 3 3 2 2 2,6,2 3,2:0:3;3:0:2;3:1:1,0 0 3 3 0,0,1,8
1,20,8 2 2 2 2 2 2,7,2 3,2:0:6;3:1:1,0 0 6 1 0,5,1,8
1,20,7 7 3 3,4,2 3,2:1:2;3:0:2,0 0 2 2 0,0,2,7
1,20,7 7 2 2 2,5,2 3,2:0:3;2:1:2,0 0 5 0 0,5,2,7
1,20,7 3 3 3 2 2,6,2 3,2:0:2;2:1:1;3:0:3,0 0 3 3 0,0,1,7
1,20,7 3 2 2 2 2 2,7,2 3,2:0:5;2:1:1;3:0:1,0 0 6 1 0,5,1,7
1,20,3 3 3 3 3 3 2,7,2 3,2:0:1;3:0:6,0 0 1 6 0,-5,0,3
1,20,3 3 3 3 2 2 2 2,8,2 3,2:0:4;3:0:4,0 0 4 4 0,0,0,3
1,20,3 3 2 2 2 2 2 2 2,9,2 3,2:0:7;3:0:2,0 0 7 2 0,5,0,3
1,20,2 2 2 2 2 2 2 2 2 2,10,2 3,2:0:10,0 0 10 0 0,10,0,2
1,21,18 3,2,2 3,3:0:1;3:3:1,0 0 0 2 0,-2,3,18
1,21,17 2 2,3,2 3,2:0:2;2:3:1,0 0 3 0 0,3,3,17
1,21,13 8,2,2 3,3:1:1;3:2:1,0 0 0 2 0,-2,3,13
1,21,13 3 3 2,4,2 3,2:0:1;3:0:2;3:2:1,0 0 1 3 0,-2,2,13
1,21,13 2 2 2 2,5,2 3,2:0:4;3:2:1,0 0 4 1 0,3,2,13
1,21,12 7 2,3,2 3,2:0:1;2:1:1;2:2:1,0 0 3 0 0,3,3,12
1,21,12 3 3 3,4,2 3,2:2:1;3:0:3,0 0 1 3 0,-2,2,12
1,21,12 3 2 2 2,5,2 3,2:0:3;2:2:1;3:0:1,0 0 4 1 0,3,2,12
1,21,8 8 3 2,4,2 3,2:0:1;3:0:1;3:1:2,0 0 1 3 0,-2,2,8
1,21,8 7 3 3,4,2 3,2:1:1;3:0:2;3:1:1,0 0 1 3 0,-2,2,8
1,21,8 7 2 2 2,5,2 3,2:0:3;2:1:1;3:1:1,0 0 4 1 0,3,2,8
1,21,8 3 3 3 2 2,6,2 3,2:0:2;3:0:3;3:1:1,0 0 2 4 0,-2,1,8
1,21,8 3 2 2 2 2 2,7,2 3,2:0:5;3:0:1;3:1:1,0 0 5 2 0,3,1,8
1,21,7 7 7,3,2 3,2:1:3,0 0 3 0 0,3,3,7
1,21,7 7 3 2 2,5,2 3,2:0:2;2:1:2;3:0:1,0 0 4 1 0,3,2,7
1,21,7 3 3 3 3 2,6,2 3,2:0:1;2:1:1;3:0:4,0 0 2 4 0,-2,1,7
1,21,7 3 3 2 2 2 2,7,2 3,2:0:4;2:1:1;3:0:2,0 0 5 2 0,3,1,7
1,21,7 2 2 2 2 2 2 2,8,2 3,2:0:7;2:1:1,0 0 8 0 0,8,1,7
1,21,3 3 3 3 3 3 3,7,2 3,3:0:7,0 0 0 7 0,-7,0,3
1,21,3 3 3 3 3 2 2 2,8,2 3,2:0:3;3:0:5,0 0 3 5 0,-2,0,3
1,21,3 3 3 2 2 2 2 2 2,9,2 3,2:0:6;3:0:3,0 0 6 3 0,3,0,3
1,21,3 2 2 2 2 2 2 2 2 2,10,2 3,2:0:9;3:0:1,0 0 9 1 0,8,0,3
1,22,22,1,2 3,2:4:1,0 0 1 0 0,1,4,22
1,22,18 2 2,3,2 3,2:0:2;3:3:1,0 0 2 1 0,1,3,18
1,22,17 3 2,3,2 3,2:0:1;2:3:1;3:0:1,0 0 2 1 0,1,3,17
1,22,13 7 2,3,2 3,2:0:1;2:1:1;3:2:1,0 0 2 1 0,1,3,13
1,22,13 3 3 3,4,2 3,3:0:3;3:2:1,0 0 0 4 0,-4,2,13
1,22,13 3 2 2 2,5,2 3,2:0:3;3:0:1;3:2:1,0 0 3 2 0,1,2,13
1,22,12 8 2,3,2 3,2:0:1;2:2:1;3:1:1,0 0 2 1 0,1,3,12
1,22,12 7 3,3,2 3,2:1:1;2:2:1;3:0:1,0 0 2 1 0,1,3,12
1,22,12 3 3 2 2,5,2 3,2:0:2;2:2:1;3:0:2,0 0 3 2 0,1,2,12
1,22,12 2 2 2 2 2,6,2 3,2:0:5;2:2:1,0 0 6 0 0,6,2,12
1,22,8 8 3 3,4,2 3,3:0:2;3:1:2,0 0 0 4 0,-4,2,8
1,22,8 8 2 2 2,5,2 3,2:0:3;3:1:2,0 0 3 2 0,1,2,8
1,22,8 7 7,3,2 3,2:1:2;3:1:1,0 0 2 1 0,1,3,8
1,22,8 7 3 2 2,5,2 3,2:0:2;2:1:1;3:0:1;3:1:1,0 0 3 2 0,1,2,8
1,22,8 3 3 3 3 2,6,2 3,2:0:1;3:0:4;3:1:1,0 0 1 5 0,-4,1,8
1,22,8 3 3 2 2 2 2,7,2 3,2:0:4;3:0:2;3:1:1,0 0 4 3 0,1,1,8
1,22,8 2 2 2 2 2 2 2,8,2 3,2:0:7;3:1:1,0 0 7 1 0,6,1,8
1,22,7 7 3 3 2,5,2 3,2:0:1;2:1:2;3:0:2,0 0 3 2 0,1,2,7
1,22,7 7 2 2 2 2,6,2 3,2:0:4;2:1:2,0 0 6 0 0,6,2,7
1,22,7 3 3 3 3 3,6,2 3,2:1:1;3:0:5,0 0 1 5 0,-4,1,7
1,22,7 3 3 3 2 2 2,7,2 3,2:0:3;2:1:1;3:0:3,0 0 4 3 0,1,1,7
1,22,7 3 2 2 2 2 2 2,8,2 3,2:0:6;2:1:1;3:0:1,0 0 7 1 0,6,1,7
1,22,3 3 3 3 3 3 2 2,8,2 3,2:0:2;3:0:6,0 0 2 6 0,-4,0,3
1,22,3 3 3 3 2 2 2 2 2,9,2 3,2:0:5;3:0:4,0 0 5 4 0,1,0,3
1,22,3 3 2 2 2 2 2 2 2 2,10,2 3,2:0:8;3:0:2,0 0 8 2 0,6,0,3
1,22,2 2 2 2 2 2 2 2 2 2 2,11,2 3,2:0:11,0 0 11 0 0,11,0,2
1,23,23,1,2 3,3:4:1,0 0 0 1 0,-1,4,23
1,23,18 3 2,3,2 3,2:0:1;3:0:1;3:3:1,0 0 1 2 0,-1,3,18
1,23,17 3 3,3,2 3,2:3:1;3:0:2,0 0 1 2 0,-1,3,17
1,23,17 2 2 2,4,2 3,2:0:3;2:3:1,0 0 4 0 0,4,3,17
1,23,13 8 2,3,2 3,2:0:1;3:1:1;3:2:1,0 0 1 2 0,-1,3,13
1,23,13 7 3,3,2 3,2:1:1;3:0:1;3:2:1,0 0 1 2 0,-1,3,13
1,23,13 3 3 2 2,5,2 3,2:0:2;3:0:2;3:2:1,0 0 2 3 0,-1,2,13
1,23,13 2 2 2 2 2,6,2 3,2:0:5;3:2:1,0 0 5 1 0,4,2,13
1,23,12 8 3,3,2 3,2:2:1;3:0:1;3:1:1,0 0 1 2 0,-1,3,12
1,23,12 7 2 2,4,2 3,2:0:2;2:1:1;2:2:1,0 0 4 0 0,4,3,12
1,23,12 3 3 3 2,5,2 3,2:0:1;2:2:1;3:0:3,0 0 2 3 0,-1,2,12
1,23,12 3 2 2 2 2,6,2 3,2:0:4;2:2:1;3:0:1,0 0 5 1 0,4,2,12
1,23,8 8 7,3,2 3,2:1:1;3:1:2,0 0 1 2 0,-1,3,8
1,23,8 8 3 2 2,5,2 3,2:0:2;3:0:1;3:1:2,0 0 2 3 0,-1,2,8
1,23,8 7 3 3 2,5,2 3,2:0:1;2:1:1;3:0:2;3:1:1,0 0 2 3 0,-1,2,8
1,23,8 7 2 2 2 2,6,2 3,2:0:4;2:1:1;3:1:1,0 0 5 1 0,4,2,8
1,23,8 3 3 3 3 3,6,2 3,3:0:5;3:1:1,0 0 0 6 0,-6,1,8
1,23,8 3 3 3 2 2 2,7,2 3,2:0:3;3:0:3;3:1:1,0 0 3 4 0,-1,1,8
1,23,8 3 2 2 2 2 2 2,8,2 3,2:0:6;3:0:1;3:1:1,0 0 6 2 0,4,1,8
1,23,7 7 7 2,4,2 3,2:0:1;2:1:3,0 0 4 0 0,4,3,7
1,23,7 7 3 3 3,5,2 3,2:1:2;3:0:3,0 0 2 3 0,-1,2,7
1,23,7 7 3 2 2 2,6,2 3,2:0:3;2:1:2;3:0:1,0 0 5 1 0,4,2,7
1,23,7 3 3 3 3 2 2,7,2 3,2:0:2;2:1:1;3:0:4,0 0 3 4 0,-1,1,7
1,23,7 3 3 2 2 2 2 2,8,2 3,2:0:5;2:1:1;3:0:2,0 0 6 2 0,4,1,7
1,23,7 2 2 2 2 2 2 2 2,9,2 3,2:0:8;2:1:1,0 0 9 0 0,9,1,7
1,23,3 3 3 3 3 3 3 2,8,2 3,2:0:1;3:0:7,0 0 1 7 0,-6,0,3
1,23,3 3 3 3 3 2 2 2 2,9,2 3,2:0:4;3:0:5,0 0 4 5 0,-1,0,3
1,23,3 3 3 2 2 2 2 2 2 2,10,2 3,2:0:7;3:0:3,0 0 7 3 0,4,0,3
1,23,3 2 2 2 2 2 2 2 2 2 2,11,2 3,2:0:10;3:0:1,0 0 10 1 0,9,0,3
1,24,22 2,2,2 3,2:0:1;2:4:1,0 0 2 0 0,2,4,22
1,24,18 3 3,3,2 3,3:0:2;3:3:1,0 0 0 3 0,-3,3,18
1,24,18 2 2 2,4,2 3,2:0:3;3:3:1,0 0 3 1 0,2,3,18
1,24,17 7,2,2 3,2:1:1;2:3:1,0 0 2 0 0,2,4,17
1,24,17 3 2 2,4,2 3,2:0:2;2:3:1;3:0:1,0 0 3 1 0,2,3,17
1,24,13 8 3,3,2 3,3:0:1;3:1:1;3:2:1,0 0 0 3 0,-3,3,13
1,24,13 7 2 2,4,2 3,2:0:2;2:1:1;3:2:1,0 0 3 1 0,2,3,13
1,24,13 3 3 3 2,5,2 3,2:0:1;3:0:3;3:2:1,0 0 1 4 0,-3,2,13
1,24,13 3 2 2 2 2,6,2 3,2:0:4;3:0:1;3:2:1,0 0 4 2 0,2,2,13
1,24,12 12,2,2 3,2:2:2,0 0 2 0 0,2,4,12
1,24,12 8 2 2,4,2 3,2:0:2;2:2:1;3:1:1,0 0 3 1 0,2,3,12
1,24,12 7 3 2,4,2 3,2:0:1;2:1:1;2:2:1;3:0:1,0 0 3 1 0,2,3,12
1,24,12 3 3 3 3,5,2 3,2:2:1;3:0:4,0 0 1 4 0,-3,2,12
1,24,12 3 3 2 2 2,6,2 3,2:0:3;2:2:1;3:0:2,0 0 4 2 0,2,2,12
1,24,12 2 2 2 2 2 2,7,2 3,2:0:6;2:2:1,0 0 7 0 0,7,2,12
1,24,8 8 8,3,2 3,3:1:3,0 0 0 3 0,-3,3,8
1,24,8 8 3 3 2,5,2 3,2:0:1;3:0:2;3:1:2,0 0 1 4 0,-3,2,8
1,24,8 8 2 2 2 2,6,2 3,2:0:4;3:1:2,0 0 4 2 0,2,2,8
1,24,8 7 7 2,4,2 3,2:0:1;2:1:2;3:1:1,0 0 3 1 0,2,3,8
1,24,8 7 3 3 3,5,2 3,2:1:1;3:0:3;3:1:1,0 0 1 4 0,-3,2,8
1,24,8 7 3 2 2 2,6,2 3,2:0:3;2:1:1;3:0:1;3:1:1,0 0 4 2 0,2,2,8
1,24,8 3 3 3 3 2 2,7,2 3,2:0:2;3:0:4;3:1:1,0 0 2 5 0,-3,1,8
1,24,8 3 3 2 2 2 2 2,8,2 3,2:0:5;3:0:2;3:1:1,0 0 5 3 0,2,1,8
1,24,8 2 2 2 2 2 2 2 2,9,2 3,2:0:8;3:1:1,0 0 8 1 0,7,1,8
1,24,7 7 7 3,4,2 3,2:1:3;3:0:1,0 0 3 1 0,2,3,7
1,24,7 7 3 3 2 2,6,2 3,2:0:2;2:1:2;3:0:2,0 0 4 2 0,2,2,7
1,24,7 7 2 2 2 2 2,7,2 3,2:0:5;2:1:2,0 0 7 0 0,7,2,7
1,24,7 3 3 3 3 3 2,7,2 3,2:0:1;2:1:1;3:0:5,0 0 2 5 0,-3,1,7
1,24,7 3 3 3 2 2 2 2,8,2 3,2:0:4;2:1:1;3:0:3,0 0 5 3 0,2,1,7
1,24,7 3 2 2 2 2 2 2 2,9,2 3,2:0:7;2:1:1;3:0:1,0 0 8 1 0,7,1,7
1,24,3 3 3 3 3 3 3 3,8,2 3,3:0:8,0 0 0 8 0,-8,0,3
1,24,3 3 3 3 3 3 2 2 2,9,2 3,2:0:3;3:0:6,0 0 3 6 0,-3,0,3
1,24,3 3 3 3 2 2 2 2 2 2,10,2 3,2:0:6;3:0:4,0 0 6 4 0,2,0,3
1,24,3 3 2 2 2 2 2 2 2 2 2,11,2 3,2:0:9;3:0:2,0 0 9 2 0,7,0,3
1,24,2 2 2 2 2 2 2 2 2 2 2 2,12,2 3,2:0:12,0 0 12 0 0,12,0,2
1,25,23 2,2,2 3,2:0:1;3:4:1,0 0 1 1 0,0,4,23
1,25,22 3,2,2 3,2:4:1;3:0:1,0 0 1 1 0,0,4,22
1,25,18 7,2,2 3,2:1:1;3:3:1,0 0 1 1 0,0,4,18
1,25,18 3 2 2,4,2 3,2:0:2;3:0:1;3:3:1,0 0 2 2 0,0,3,18
1,25,17 8,2,2 3,2:3:1;3:1:1,0 0 1 1 0,0,4,17
1,25,17 3 3 2,4,2 3,2:0:1;2:3:1;3:0:2,0 0 2 2 0,0,3,17
1,25,17 2 2 2 2,5,2 3,2:0:4;2:3:1,0 0 5 0 0,5,3,17
1,25,13 12,2,2 3,2:2:1;3:2:1,0 0 1 1 0,0,4,13
1,25,13 8 2 2,4,2 3,2:0:2;3:1:1;3:2:1,0 0 2 2 0,0,3,13
1,25,13 7 3 2,4,2 3,2:0:1;2:1:1;3:0:1;3:2:1,0 0 2 2 0,0,3,13
1,25,13 3 3 3 3,5,2 3,3:0:4;3:2:1,0 0 0 5 0,-5,2,13
1,25,13 3 3 2 2 2,6,2 3,2:0:3;3:0:2;3:2:1,0 0 3 3 0,0,2,13
1,25,13 2 2 2 2 2 2,7,2 3,2:0:6;3:2:1,0 0 6 1 0,5,2,13
1,25,12 8 3 2,4,2 3,2:0:1;2:2:1;3:0:1;3:1:1,0 0 2 2 0,0,3,12
1,25,12 7 3 3,4,2 3,2:1:1;2:2:1;3:0:2,0 0 2 2 0,0,3,12
1,25,12 7 2 2 2,5,2 3,2:0:3;2:1:1;2:2:1,0 0 5 0 0,5,3,12
1,25,12 3 3 3 2 2,6,2 3,2:0:2;2:2:1;3:0:3,0 0 3 3 0,0,2,12
1,25,12 3 2 2 2 2 2,7,2 3,2:0:5;2:2:1;3:0:1,0 0 6 1 0,5,2,12
1,25,8 8 7 2,4,2 3,2:0:1;2:1:1;3:1:2,0 0 2 2 0,0,3,8
1,25,8 8 3 3 3,5,2 3,3:0:3;3:1:2,0 0 0 5 0,-5,2,8
1,25,8 8 3 2 2 2,6,2 3,2:0:3;3:0:1;3:1:2,0 0 3 3 0,0,2,8
1,25,8 7 7 3,4,2 3,2:1:2;3:0:1;3:1:1,0 0 2 2 0,0,3,8
1,25,8 7 3 3 2 2,6,2 3,2:0:2;2:1:1;3:0:2;3:1:1,0 0 3 3 0,0,2,8
1,25,8 7 2 2 2 2 2,7,2 3,2:0:5;2:1:1;3:1:1,0 0 6 1 0,5,2,8
1,25,8 3 3 3 3 3 2,7,2 3,2:0:1;3:0:5;3:1:1,0 0 1 6 0,-5,1,8
1,25,8 3 3 3 2 2 2 2,8,2 3,2:0:4;3:0:3;3:1:1,0 0 4 4 0,0,1,8
1,25,8 3 2 2 2 2 2 2 2,9,2 3,2:0:7;3:0:1;3:1:1,0 0 7 2 0,5,1,8
1,25,7 7 7 2 2,5,2 3,2:0:2;2:1:3,0 0 5 0 0,5,3,7
1,25,7 7 3 3 3 2,6,2 3,2:0:1;2:1:2;3:0:3,0 0 3 3 0,0,2,7
1,25,7 7 3 2 2 2 2,7,2 3,2:0:4;2:1:2;3:0:1,0 0 6 1 0,5,2,7
1,25,7 3 3 3 3 3 3,7,2 3,2:1:1;3:0:6,0 0 1 6 0,-5,1,7
1,25,7 3 3 3 3 2 2 2,8,2 3,2:0:3;2:1:1;3:0:4,0 0 4 4 0,0,1,7
1,25,7 3 3 2 2 2 2 2 2,9,2 3,2:0:6;2:1:1;3:0:2,0 0 7 2 0,5,1,7
1,25,7 2 2 2 2 2 2 2 2 2,10,2 3,2:0:9;2:1:1,0 0 10 0 0,10,1,7
1,25,3 3 3 3 3 3 3 2 2,9,2 3,2:0:2;3:0:7,0 0 2 7 0,-5,0,3
1,25,3 3 3 3 3 2 2 2 2 2,10,2 3,2:0:5;3:0:5,0 0 5 5 0,0,0,3
1,25,3 3 3 2 2 2 2 2 2 2 2,11,2 3,2:0:8;3:0:3,0 0 8 3 0,5,0,3
1,25,3 2 2 2 2 2 2 2 2 2 2 2,12,2 3,2:0:11;3:0:1,0 0 11 1 0,10,0,3
1,26,23 3,2,2 3,3:0:1;3:4:1,0 0 0 2 0,-2,4,23
1,26,22 2 2,3,2 3,2:0:2;2:4:1,0 0 3 0 0,3,4,22
1,26,18 8,2,2 3,3:1:1;3:3:1,0 0 0 2 0,-2,4,18
1,26,18 3 3 2,4,2 3,2:0:1;3:0:2;3:3:1,0 0 1 3 0,-2,3,18
1,26,18 2 2 2 2,5,2 3,2:0:4;3:3:1,0 0 4 1 0,3,3,18
1,26,17 7 2,3,2 3,2:0:1;2:1:1;2:3:1,0 0 3 0 0,3,4,17
1,26,17 3 3 3,4,2 3,2:3:1;3:0:3,0 0 1 3 0,-2,3,17
1,26,17 3 2 2 2,5,2 3,2:0:3;2:3:1;3:0:1,0 0 4 1 0,3,3,17
1,26,13 13,2,2 3,3:2:2,0 0 0 2 0,-2,4,13
1,26,13 8 3 2,4,2 3,2:0:1;3:0:1;3:1:1;3:2:1,0 0 1 3 0,-2,3,13
1,26,13 7 3 3,4,2 3,2:1:1;3:0:2;3:2:1,0 0 1 3 0,-2,3,13
1,26,13 7 2 2 2,5,2 3,2:0:3;2:1:1;3:2:1,0 0 4 1 0,3,3,13
1,26,13 3 3 3 2 2,6,2 3,2:0:2;3:0:3;3:2:1,0 0 2 4 0,-2,2,13
1,26,13 3 2 2 2 2 2,7,2 3,2:0:5;3:0:1;3:2:1,0 0 5 2 0,3,2,13
1,26,12 12 2,3,2 3,2:0:1;2:2:2,0 0 3 0 0,3,4,12
1,26,12 8 3 3,4,2 3,2:2:1;3:0:2;3:1:1,0 0 1 3 0,-2,3,12
1,26,12 8 2 2 2,5,2 3,2:0:3;2:2:1;3:1:1,0 0 4 1 0,3,3,12
1,26,12 7 7,3,2 3,2:1:2;2:2:1,0 0 3 0 0,3,4,12
1,26,12 7 3 2 2,5,2 3,2:0:2;2:1:1;2:2:1;3:0:1,0 0 4 1 0,3,3,12
1,26,12 3 3 3 3 2,6,2 3,2:0:1;2:2:1;3:0:4,0 0 2 4 0,-2,2,12
1,26,12 3 3 2 2 2 2,7,2 3,2:0:4;2:2:1;3:0:2,0 0 5 2 0,3,2,12
1,26,12 2 2 2 2 2 2 2,8,2 3,2:0:7;2:2:1,0 0 8 0 0,8,2,12
1,26,8 8 8 2,4,2 3,2:0:1;3:1:3,0 0 1 3 0,-2,3,8
1,26,8 8 7 3,4,2 3,2:1:1;3:0:1;3:1:2,0 0 1 3 0,-2,3,8
1,26,8 8 3 3 2 2,6,2 3,2:0:2;3:0:2;3:1:2,0 0 2 4 0,-2,2,8
1,26,8 8 2 2 2 2 2,7,2 3,2:0:5;3:1:2,0 0 5 2 0,3,2,8
1,26,8 7 7 2 2,5,2 3,2:0:2;2:1:2;3:1:1,0 0 4 1 0,3,3,8
1,26,8 7 3 3 3 2,6,2 3,2:0:1;2:1:1;3:0:3;3:1:1,0 0 2 4 0,-2,2,8
1,26,8 7 3 2 2 2 2,7,2 3,2:0:4;2:1:1;3:0:1;3:1:1,0 0 5 2 0,3,2,8
1,26,8 3 3 3 3 3 3,7,2 3,3:0:6;3:1:1,0 0 0 7 0,-7,1,8
1,26,8 3 3 3 3 2 2 2,8,2 3,2:0:3;3:0:4;3:1:1,0 0 3 5 0,-2,1,8
1,26,8 3 3 2 2 2 2 2 2,9,2 3,2:0:6;3:0:2;3:1:1,0 0 6 3 0,3,1,8
1,26,8 2 2 2 2 2 2 2 2 2,10,2 3,2:0:9;3:1:1,0 0 9 1 0,8,1,8
1,26,7 7 7 3 2,5,2 3,2:0:1;2:1:3;3:0:1,0 0 4 1 0,3,3,7
1,26,7 7 3 3 3 3,6,2 3,2:1:2;3:0:4,0 0 2 4 0,-2,2,7
1,26,7 7 3 3 2 2 2,7,2 3,2:0:3;2:1:2;3:0:2,0 0 5 2 0,3,2,7
1,26,7 7 2 2 2 2 2 2,8,2 3,2:0:6;2:1:2,0 0 8 0 0,8,2,7
1,26,7 3 3 3 3 3 2 2,8,2 3,2:0:2;2:1:1;3:0:5,0 0 3 5 0,-2,1,7
1,26,7 3 3 3 2 2 2 2 2,9,2 3,2:0:5;2:1:1;3:0:3,0 0 6 3 0,3,1,7
1,26,7 3 2 2 2 2 2 2 2 2,10,2 3,2:0:8;2:1:1;3:0:1,0 0 9 1 0,8,1,7
1,26,3 3 3 3 3 3 3 3 2,9,2 3,2:0:1;3:0:8,0 0 1 8 0,-7,0,3
1,26,3 3 3 3 3 3 2 2 2 2,10,2 3,2:0:4;3:0:6,0 0 4 6 0,-2,0,3
1,26,3 3 3 3 2 2 2 2 2 2 2,11,2 3,2:0:7;3:0:4,0 0 7 4 0,3,0,3
1,26,3 3 2 2 2 2 2 2 2 2 2 2,12,2 3,2:0:10;3:0:2,0 0 10 2 0,8,0,3
1,26,2 2 2 2 2 2 2 2 2 2 2 2 2,13,2 3,2:0:13,0 0 13 0 0,13,0,2
1,27,27,1,2 3,2:5:1,0 0 1 0 0,1,5,27
1,27,23 2 2,3,2 3,2:0:2;3:4:1,0 0 2 1 0,1,4,23
1,27,22 3 2,3,2 3,2:0:1;2:4:1;3:0:1,0 0 2 1 0,1,4,22
1,27,18 7 2,3,2 3,2:0:1;2:1:1;3:3:1,0 0 2 1 0,1,4,18
1,27,18 3 3 3,4,2 3,3:0:3;3:3:1,0 0 0 4 0,-4,3,18
1,27,18 3 2 2 2,5,2 3,2:0:3;3:0:1;3:3:1,0 0 3 2 0,1,3,18
1,27,17 8 2,3,2 3,2:0:1;2:3:1;3:1:1,0 0 2 1 0,1,4,17
1,27,17 7 3,3,2 3,2:1:1;2:3:1;3:0:1,0 0 2 1 0,1,4,17
1,27,17 3 3 2 2,5,2 3,2:0:2;2:3:1;3:0:2,0 0 3 2 0,1,3,17
1,27,17 2 2 2 2 2,6,2 3,2:0:5;2:3:1,0 0 6 0 0,6,3,17
1,27,13 12 2,3,2 3,2:0:1;2:2:1;3:2:1,0 0 2 1 0,1,4,13
1,27,13 8 3 3,4,2 3,3:0:2;3:1:1;3:2:1,0 0 0 4 0,-4,3,13
1,27,13 8 2 2 2,5,2 3,2:0:3;3:1:1;3:2:1,0 0 3 2 0,1,3,13
1,27,13 7 7,3,2 3,2:1:2;3:2:1,0 0 2 1 0,1,4,13
1,27,13 7 3 2 2,5,2 3,2:0:2;2:1:1;3:0:1;3:2:1,0 0 3 2 0,1,3,13
