alpha,weight,partition,length,staircase,mu,mu_residues,beta_set,beta_residues,shifted_beta,shifted_beta_residues,beta_runner_counts,shifted_runner_counts,beta_quotient_sum,shifted_quotient_sum
0,27,14 10 3,3,5 3 1,9 7 2,4 2 2,16 11 3,1 1 3,13 8 0,3 3 0,0 2 0 1 0,1 0 0 2 0,5,3
0,27,14 9 4,3,5 3 1,9 6 3,4 1 3,16 10 4,1 0 4,13 7 1,3 2 1,1 1 0 0 1,0 1 1 1 0,5,3
0,27,14 9 3 1,4,7 5 3 1,7 4 0 0,2 4 0 0,17 11 4 1,2 1 4 1,13 7 0 -3,3 2 0 2,0 2 1 0 1,1 0 2 1 0,5,2
0,27,14 8 5,3,5 3 1,9 5 4,4 0 4,16 9 5,1 4 0,13 6 2,3 1 2,1 1 0 0 1,0 1 1 1 0,5,3
0,27,14 8 4 1,4,7 5 3 1,7 3 1 0,2 3 1 0,17 10 5 1,2 0 0 1,13 6 1 -3,3 1 1 2,2 1 1 0 0,0 2 1 1 0,6,2
0,27,14 7 5 1,4,7 5 3 1,7 2 2 0,2 2 2 0,17 9 6 1,2 4 1 1,13 5 2 -3,3 0 2 2,0 2 1 0 1,1 0 2 1 0,5,2
0,27,14 7 4 2,4,7 5 3 1,7 2 1 1,2 2 1 1,17 9 5 2,2 4 0 2,13 5 1 -2,3 0 1 3,1 0 2 0 1,1 1 0 2 0,5,2
0,27,13 11 3,3,5 3 1,8 8 2,3 3 2,15 12 3,0 2 3,12 9 0,2 4 0,1 0 1 1 0,1 0 1 0 1,5,3
0,27,13 10 4,3,5 3 1,8 7 3,3 2 3,15 11 4,0 1 4,12 8 1,2 3 1,1 1 0 0 1,0 1 1 1 0,5,3
0,27,13 10 3 1,4,7 5 3 1,6 5 0 0,1 0 0 0,16 12 4 1,1 2 4 1,12 8 0 -3,2 3 0 2,0 2 1 0 1,1 0 2 1 0,5,2
0,27,13 9 5,3,5 3 1,8 6 4,3 1 4,15 10 5,0 0 0,12 7 2,2 2 2,3 0 0 0 0,0 0 3 0 0,6,3
0,27,13 9 4 1,4,7 5 3 1,6 4 1 0,1 4 1 0,16 11 5 1,1 1 0 1,12 7 1 -3,2 2 1 2,1 3 0 0 0,0 1 3 0 0,6,2
0,27,13 8 6,3,5 3 1,8 5 5,3 0 0,15 9 6,0 4 1,12 6 3,2 1 3,1 1 0 0 1,0 1 1 1 0,5,3
0,27,13 8 5 1,4,7 5 3 1,6 3 2 0,1 3 2 0,16 10 6 1,1 0 1 1,12 6 2 -3,2 1 2 2,1 3 0 0 0,0 1 3 0 0,6,2
0,27,13 8 4 2,4,7 5 3 1,6 3 1 1,1 3 1 1,16 10 5 2,1 0 0 2,12 6 1 -2,2 1 1 3,2 1 1 0 0,0 2 1 1 0,6,2
0,27,13 7 5 2,4,7 5 3 1,6 2 2 1,1 2 2 1,16 9 6 2,1 4 1 2,12 5 2 -2,2 0 2 3,0 2 1 0 1,1 0 2 1 0,5,2
0,27,12 10 5,3,5 3 1,7 7 4,2 2 4,14 11 5,4 1 0,11 8 2,1 3 2,1 1 0 0 1,0 1 1 1 0,5,3
0,27,12 10 4 1,4,7 5 3 1,5 5 1 0,0 0 1 0,15 12 5 1,0 2 0 1,11 8 1 -3,1 3 1 2,2 1 1 0 0,0 2 1 1 0,6,2
0,27,12 9 6,3,5 3 1,7 6 5,2 1 0,14 10 6,4 0 1,11 7 3,1 2 3,1 1 0 0 1,0 1 1 1 0,5,3
0,27,12 9 5 1,4,7 5 3 1,5 4 2 0,0 4 2 0,15 11 6 1,0 1 1 1,11 7 2 -3,1 2 2 2,1 3 0 0 0,0 1 3 0 0,6,2
0,27,12 9 4 2,4,7 5 3 1,5 4 1 1,0 4 1 1,15 11 5 2,0 1 0 2,11 7 1 -2,1 2 1 3,2 1 1 0 0,0 2 1 1 0,6,2
0,27,12 8 6 1,4,7 5 3 1,5 3 3 0,0 3 3 0,15 10 7 1,0 0 2 1,11 6 3 -3,1 1 3 2,2 1 1 0 0,0 2 1 1 0,6,2
0,27,12 8 5 2,4,7 5 3 1,5 3 2 1,0 3 2 1,15 10 6 2,0 0 1 2,11 6 2 -2,1 1 2 3,2 1 1 0 0,0 2 1 1 0,6,2
0,27,12 7 5 3,4,7 5 3 1,5 2 2 2,0 2 2 2,15 9 6 3,0 4 1 3,11 5 2 -1,1 0 2 4,1 1 0 1 1,1 1 1 0 1,5,2
0,27,11 9 7,3,5 3 1,6 6 6,1 1 1,13 10 7,3 0 2,10 7 4,0 2 4,1 0 1 1 0,1 0 1 0 1,5,3
0,27,11 9 6 1,4,7 5 3 1,4 4 3 0,4 4 3 0,14 11 7 1,4 1 2 1,10 7 3 -3,0 2 3 2,0 2 1 0 1,1 0 2 1 0,5,2
0,27,11 9 5 2,4,7 5 3 1,4 4 2 1,4 4 2 1,14 11 6 2,4 1 1 2,10 7 2 -2,0 2 2 3,0 2 1 0 1,1 0 2 1 0,5,2
0,27,11 8 6 2,4,7 5 3 1,4 3 3 1,4 3 3 1,14 10 7 2,4 0 2 2,10 6 3 -2,0 1 3 3,1 0 2 0 1,1 1 0 2 0,5,2
0,27,11 8 5 3,4,7 5 3 1,4 3 2 2,4 3 2 2,14 10 6 3,4 0 1 3,10 6 2 -1,0 1 2 4,1 1 0 1 1,1 1 1 0 1,5,2
0,27,11 7 5 3 1,5,9 7 5 3 1,2 0 0 0 0,2 0 0 0 0,15 10 7 4 1,0 0 2 4 1,10 5 2 -1 -4,0 0 2 4 1,2 1 1 0 1,2 1 1 0 1,6,1
0,27,10 8 6 3,4,7 5 3 1,3 3 3 2,3 3 3 2,13 10 7 3,3 0 2 3,9 6 3 -1,4 1 3 4,1 0 1 2 0,0 1 0 1 2,5,1
0,27,10 8 5 3 1,5,9 7 5 3 1,1 1 0 0 0,1 1 0 0 0,14 11 7 4 1,4 1 2 4 1,9 6 2 -1 -4,4 1 2 4 1,0 2 1 0 2,0 2 1 0 2,5,0
0,28,28,1,1,27,2,28,3,27,2,0 0 0 1 0,0 0 1 0 0,5,5
0,28,27 1,2,3 1,24 0,4 0,28 1,3 1,26 -1,1 4,0 1 0 1 0,0 1 0 0 1,5,4
0,28,26 2,2,3 1,23 1,3 1,27 2,2 2,25 0,0 0,0 0 2 0 0,2 0 0 0 0,5,5
0,28,25 3,2,3 1,22 2,2 2,26 3,1 3,24 1,4 1,0 1 0 1 0,0 1 0 0 1,5,4
0,28,24 4,2,3 1,21 3,1 3,25 4,0 4,23 2,3 2,1 0 0 0 1,0 0 1 1 0,5,4
0,28,24 3 1,3,5 3 1,19 0 0,4 0 0,26 4 1,1 4 1,23 1 -2,3 1 3,0 2 0 0 1,0 1 0 2 0,5,3
0,28,23 5,2,3 1,20 4,0 4,24 5,4 0,22 3,2 3,1 0 0 0 1,0 0 1 1 0,5,4
0,28,23 4 1,3,5 3 1,18 1 0,3 1 0,25 5 1,0 0 1,22 2 -2,2 2 3,2 1 0 0 0,0 0 2 1 0,6,3
0,28,22 6,2,3 1,19 5,4 0,23 6,3 1,21 4,1 4,0 1 0 1 0,0 1 0 0 1,5,4
0,28,22 5 1,3,5 3 1,17 2 0,2 2 0,24 6 1,4 1 1,21 3 -2,1 3 3,0 2 0 0 1,0 1 0 2 0,5,3
0,28,22 4 2,3,5 3 1,17 1 1,2 1 1,24 5 2,4 0 2,21 2 -1,1 2 4,1 0 1 0 1,0 1 1 0 1,5,3
0,28,21 7,2,3 1,18 6,3 1,22 7,2 2,20 5,0 0,0 0 2 0 0,2 0 0 0 0,5,5
0,28,21 6 1,3,5 3 1,16 3 0,1 3 0,23 7 1,3 2 1,20 4 -2,0 4 3,0 1 1 1 0,1 0 0 1 1,5,3
0,28,21 5 2,3,5 3 1,16 2 1,1 2 1,23 6 2,3 1 2,20 3 -1,0 3 4,0 1 1 1 0,1 0 0 1 1,5,3
0,28,20 8,2,3 1,17 7,2 2,21 8,1 3,19 6,4 1,0 1 0 1 0,0 1 0 0 1,5,4
0,28,20 7 1,3,5 3 1,15 4 0,0 4 0,22 8 1,2 3 1,19 5 -2,4 0 3,0 1 1 1 0,1 0 0 1 1,5,3
0,28,20 6 2,3,5 3 1,15 3 1,0 3 1,22 7 2,2 2 2,19 4 -1,4 4 4,0 0 3 0 0,0 0 0 0 3,5,2
0,28,20 5 3,3,5 3 1,15 2 2,0 2 2,22 6 3,2 1 3,19 3 0,4 3 0,0 1 1 1 0,1 0 0 1 1,5,3
0,28,19 9,2,3 1,16 8,1 3,20 9,0 4,18 7,3 2,1 0 0 0 1,0 0 1 1 0,5,4
0,28,19 8 1,3,5 3 1,14 5 0,4 0 0,21 9 1,1 4 1,18 6 -2,3 1 3,0 2 0 0 1,0 1 0 2 0,5,3
0,28,19 7 2,3,5 3 1,14 4 1,4 4 1,21 8 2,1 3 2,18 5 -1,3 0 4,0 1 1 1 0,1 0 0 1 1,5,3
0,28,19 6 3,3,5 3 1,14 3 2,4 3 2,21 7 3,1 2 3,18 4 0,3 4 0,0 1 1 1 0,1 0 0 1 1,5,3
0,28,19 5 3 1,4,7 5 3 1,12 0 0 0,2 0 0 0,22 7 4 1,2 2 4 1,18 3 0 -3,3 3 0 2,0 1 2 0 1,1 0 1 2 0,5,2
0,28,18 10,2,3 1,15 9,0 4,19 10,4 0,17 8,2 3,1 0 0 0 1,0 0 1 1 0,5,4
0,28,18 9 1,3,5 3 1,13 6 0,3 1 0,20 10 1,0 0 1,17 7 -2,2 2 3,2 1 0 0 0,0 0 2 1 0,6,3
0,28,18 8 2,3,5 3 1,13 5 1,3 0 1,20 9 2,0 4 2,17 6 -1,2 1 4,1 0 1 0 1,0 1 1 0 1,5,3
0,28,18 7 3,3,5 3 1,13 4 2,3 4 2,20 8 3,0 3 3,17 5 0,2 0 0,1 0 0 2 0,2 0 1 0 0,5,4
0,28,18 6 4,3,5 3 1,13 3 3,3 3 3,20 7 4,0 2 4,17 4 1,2 4 1,1 0 1 0 1,0 1 1 0 1,5,3
0,28,18 6 3 1,4,7 5 3 1,11 1 0 0,1 1 0 0,21 8 4 1,1 3 4 1,17 4 0 -3,2 4 0 2,0 2 0 1 1,1 0 2 0 1,5,2
0,28,17 11,2,3 1,14 10,4 0,18 11,3 1,16 9,1 4,0 1 0 1 0,0 1 0 0 1,5,4
0,28,17 10 1,3,5 3 1,12 7 0,2 2 0,19 11 1,4 1 1,16 8 -2,1 3 3,0 2 0 0 1,0 1 0 2 0,5,3
0,28,17 9 2,3,5 3 1,12 6 1,2 1 1,19 10 2,4 0 2,16 7 -1,1 2 4,1 0 1 0 1,0 1 1 0 1,5,3
0,28,17 8 3,3,5 3 1,12 5 2,2 0 2,19 9 3,4 4 3,16 6 0,1 1 0,0 0 0 1 2,1 2 0 0 0,4,4
0,28,17 7 4,3,5 3 1,12 4 3,2 4 3,19 8 4,4 3 4,16 5 1,1 0 1,0 0 0 1 2,1 2 0 0 0,4,4
0,28,17 7 3 1,4,7 5 3 1,10 2 0 0,0 2 0 0,20 9 4 1,0 4 4 1,16 5 0 -3,1 0 0 2,1 1 0 0 2,2 1 1 0 0,5,3
0,28,17 6 4 1,4,7 5 3 1,10 1 1 0,0 1 1 0,20 8 5 1,0 3 0 1,16 4 1 -3,1 4 1 2,2 1 0 1 0,0 2 1 0 1,6,2
0,28,16 12,2,3 1,13 11,3 1,17 12,2 2,15 10,0 0,0 0 2 0 0,2 0 0 0 0,5,5
0,28,16 11 1,3,5 3 1,11 8 0,1 3 0,18 12 1,3 2 1,15 9 -2,0 4 3,0 1 1 1 0,1 0 0 1 1,5,3
0,28,16 10 2,3,5 3 1,11 7 1,1 2 1,18 11 2,3 1 2,15 8 -1,0 3 4,0 1 1 1 0,1 0 0 1 1,5,3
0,28,16 9 3,3,5 3 1,11 6 2,1 1 2,18 10 3,3 0 3,15 7 0,0 2 0,1 0 0 2 0,2 0 1 0 0,5,4
0,28,16 8 4,3,5 3 1,11 5 3,1 0 3,18 9 4,3 4 4,15 6 1,0 1 1,0 0 0 1 2,1 2 0 0 0,4,4
0,28,16 8 3 1,4,7 5 3 1,9 3 0 0,4 3 0 0,19 10 4 1,4 0 4 1,15 6 0 -3,0 1 0 2,1 1 0 0 2,2 1 1 0 0,5,3
0,28,16 7 5,3,5 3 1,11 4 4,1 4 4,18 8 5,3 3 0,15 5 2,0 0 2,1 0 0 2 0,2 0 1 0 0,5,4
0,28,16 7 4 1,4,7 5 3 1,9 2 1 0,4 2 1 0,19 9 5 1,4 4 0 1,15 5 1 -3,0 0 1 2,1 1 0 0 2,2 1 1 0 0,5,3
0,28,16 6 4 2,4,7 5 3 1,9 1 1 1,4 1 1 1,19 8 5 2,4 3 0 2,15 4 1 -2,0 4 1 3,1 0 1 1 1,1 1 0 1 1,5,2
0,28,15 13,2,3 1,12 12,2 2,16 13,1 3,14 11,4 1,0 1 0 1 0,0 1 0 0 1,5,4
0,28,15 12 1,3,5 3 1,10 9 0,0 4 0,17 13 1,2 3 1,14 10 -2,4 0 3,0 1 1 1 0,1 0 0 1 1,5,3
0,28,15 11 2,3,5 3 1,10 8 1,0 3 1,17 12 2,2 2 2,14 9 -1,4 4 4,0 0 3 0 0,0 0 0 0 3,5,2
0,28,15 10 3,3,5 3 1,10 7 2,0 2 2,17 11 3,2 1 3,14 8 0,4 3 0,0 1 1 1 0,1 0 0 1 1,5,3
0,28,15 9 4,3,5 3 1,10 6 3,0 1 3,17 10 4,2 0 4,14 7 1,4 2 1,1 0 1 0 1,0 1 1 0 1,5,3
0,28,15 9 3 1,4,7 5 3 1,8 4 0 0,3 4 0 0,18 11 4 1,3 1 4 1,14 7 0 -3,4 2 0 2,0 2 0 1 1,1 0 2 0 1,5,2
0,28,15 8 5,3,5 3 1,10 5 4,0 0 4,17 9 5,2 4 0,14 6 2,4 1 2,1 0 1 0 1,0 1 1 0 1,5,3
0,28,15 8 4 1,4,7 5 3 1,8 3 1 0,3 3 1 0,18 10 5 1,3 0 0 1,14 6 1 -3,4 1 1 2,2 1 0 1 0,0 2 1 0 1,6,2
0,28,15 7 5 1,4,7 5 3 1,8 2 2 0,3 2 2 0,18 9 6 1,3 4 1 1,14 5 2 -3,4 0 2 2,0 2 0 1 1,1 0 2 0 1,5,2
0,28,15 7 4 2,4,7 5 3 1,8 2 1 1,3 2 1 1,18 9 5 2,3 4 0 2,14 5 1 -2,4 0 1 3,1 0 1 1 1,1 1 0 1 1,5,2
0,28,14 12 2,3,5 3 1,9 9 1,4 4 1,16 13 2,1 3 2,13 10 -1,3 0 4,0 1 1 1 0,1 0 0 1 1,5,3
0,28,14 11 3,3,5 3 1,9 8 2,4 3 2,16 12 3,1 2 3,13 9 0,3 4 0,0 1 1 1 0,1 0 0 1 1,5,3
0,28,14 10 4,3,5 3 1,9 7 3,4 2 3,16 11 4,1 1 4,13 8 1,3 3 1,0 2 0 0 1,0 1 0 2 0,5,3
0,28,14 10 3 1,4,7 5 3 1,7 5 0 0,2 0 0 0,17 12 4 1,2 2 4 1,13 8 0 -3,3 3 0 2,0 1 2 0 1,1 0 1 2 0,5,2
0,28,14 9 5,3,5 3 1,9 6 4,4 1 4,16 10 5,1 0 0,13 7 2,3 2 2,2 1 0 0 0,0 0 2 1 0,6,3
0,28,14 9 4 1,4,7 5 3 1,7 4 1 0,2 4 1 0,17 11 5 1,2 1 0 1,13 7 1 -3,3 2 1 2,1 2 1 0 0,0 1 2 1 0,6,2
0,28,14 8 6,3,5 3 1,9 5 5,4 0 0,16 9 6,1 4 1,13 6 3,3 1 3,0 2 0 0 1,0 1 0 2 0,5,3
0,28,14 8 5 1,4,7 5 3 1,7 3 2 0,2 3 2 0,17 10 6 1,2 0 1 1,13 6 2 -3,3 1 2 2,1 2 1 0 0,0 1 2 1 0,6,2
0,28,14 8 4 2,4,7 5 3 1,7 3 1 1,2 3 1 1,17 10 5 2,2 0 0 2,13 6 1 -2,3 1 1 3,2 0 2 0 0,0 2 0 2 0,6,2
0,28,14 7 5 2,4,7 5 3 1,7 2 2 1,2 2 2 1,17 9 6 2,2 4 1 2,13 5 2 -2,3 0 2 3,0 1 2 0 1,1 0 1 2 0,5,2
0,28,13 11 4,3,5 3 1,8 8 3,3 3 3,15 12 4,0 2 4,12 9 1,2 4 1,1 0 1 0 1,0 1 1 0 1,5,3
0,28,13 11 3 1,4,7 5 3 1,6 6 0 0,1 1 0 0,16 13 4 1,1 3 4 1,12 9 0 -3,2 4 0 2,0 2 0 1 1,1 0 2 0 1,5,2
0,28,13 10 5,3,5 3 1,8 7 4,3 2 4,15 11 5,0 1 0,12 8 2,2 3 2,2 1 0 0 0,0 0 2 1 0,6,3
0,28,13 10 4 1,4,7 5 3 1,6 5 1 0,1 0 1 0,16 12 5 1,1 2 0 1,12 8 1 -3,2 3 1 2,1 2 1 0 0,0 1 2 1 0,6,2
0,28,13 9 6,3,5 3 1,8 6 5,3 1 0,15 10 6,0 0 1,12 7 3,2 2 3,2 1 0 0 0,0 0 2 1 0,6,3
0,28,13 9 5 1,4,7 5 3 1,6 4 2 0,1 4 2 0,16 11 6 1,1 1 1 1,12 7 2 -3,2 2 2 2,0 4 0 0 0,0 0 4 0 0,6,2
0,28,13 9 4 2,4,7 5 3 1,6 4 1 1,1 4 1 1,16 11 5 2,1 1 0 2,12 7 1 -2,2 2 1 3,1 2 1 0 0,0 1 2 1 0,6,2
0,28,13 8 6 1,4,7 5 3 1,6 3 3 0,1 3 3 0,16 10 7 1,1 0 2 1,12 6 3 -3,2 1 3 2,1 2 1 0 0,0 1 2 1 0,6,2
0,28,13 8 5 2,4,7 5 3 1,6 3 2 1,1 3 2 1,16 10 6 2,1 0 1 2,12 6 2 -2,2 1 2 3,1 2 1 0 0,0 1 2 1 0,6,2
0,28,13 7 5 3,4,7 5 3 1,6 2 2 2,1 2 2 2,16 9 6 3,1 4 1 3,12 5 2 -1,2 0 2 4,0 2 0 1 1,1 0 2 0 1,5,2
0,28,12 10 6,3,5 3 1,7 7 5,2 2 0,14 11 6,4 1 1,11 8 3,1 3 3,0 2 0 0 1,0 1 0 2 0,5,3
0,28,12 10 5 1,4,7 5 3 1,5 5 2 0,0 0 2 0,15 12 6 1,0 2 1 1,11 8 2 -3,1 3 2 2,1 2 1 0 0,0 1 2 1 0,6,2
0,28,12 10 4 2,4,7 5 3 1,5 5 1 1,0 0 1 1,15 12 5 2,0 2 0 2,11 8 1 -2,1 3 1 3,2 0 2 0 0,0 2 0 2 0,6,2
0,28,12 9 7,3,5 3 1,7 6 6,2 1 1,14 10 7,4 0 2,11 7 4,1 2 4,1 0 1 0 1,0 1 1 0 1,5,3
0,28,12 9 6 1,4,7 5 3 1,5 4 3 0,0 4 3 0,15 11 7 1,0 1 2 1,11 7 3 -3,1 2 3 2,1 2 1 0 0,0 1 2 1 0,6,2
0,28,12 9 5 2,4,7 5 3 1,5 4 2 1,0 4 2 1,15 11 6 2,0 1 1 2,11 7 2 -2,1 2 2 3,1 2 1 0 0,0 1 2 1 0,6,2
0,28,12 8 6 2,4,7 5 3 1,5 3 3 1,0 3 3 1,15 10 7 2,0 0 2 2,11 6 3 -2,1 1 3 3,2 0 2 0 0,0 2 0 2 0,6,2
0,28,12 8 5 3,4,7 5 3 1,5 3 2 2,0 3 2 2,15 10 6 3,0 0 1 3,11 6 2 -1,1 1 2 4,2 1 0 1 0,0 2 1 0 1,6,2
0,28,12 7 5 3 1,5,9 7 5 3 1,3 0 0 0 0,3 0 0 0 0,16 10 7 4 1,1 0 2 4 1,11 5 2 -1 -4,1 0 2 4 1,1 2 1 0 1,1 2 1 0 1,6,1
0,28,11 9 7 1,4,7 5 3 1,4 4 4 0,4 4 4 0,14 11 8 1,4 1 3 1,10 7 4 -3,0 2 4 2,0 2 0 1 1,1 0 2 0 1,5,2
0,28,11 9 6 2,4,7 5 3 1,4 4 3 1,4 4 3 1,14 11 7 2,4 1 2 2,10 7 3 -2,0 2 3 3,0 1 2 0 1,1 0 1 2 0,5,2
0,28,11 9 5 3,4,7 5 3 1,4 4 2 2,4 4 2 2,14 11 6 3,4 1 1 3,10 7 2 -1,0 2 2 4,0 2 0 1 1,1 0 2 0 1,5,2
0,28,11 8 6 3,4,7 5 3 1,4 3 3 2,4 3 3 2,14 10 7 3,4 0 2 3,10 6 3 -1,0 1 3 4,1 0 1 1 1,1 1 0 1 1,5,2
0,28,11 8 5 3 1,5,9 7 5 3 1,2 1 0 0 0,2 1 0 0 0,15 11 7 4 1,0 1 2 4 1,10 6 2 -1 -4,0 1 2 4 1,1 2 1 0 1,1 2 1 0 1,6,1
0,28,10 8 6 4,4,7 5 3 1,3 3 3 3,3 3 3 3,13 10 7 4,3 0 2 4,9 6 3 0,4 1 3 0,1 0 1 1 1,1 1 0 1 1,5,2
0,28,10 8 6 3 1,5,9 7 5 3 1,1 1 1 0 0,1 1 1 0 0,14 11 8 4 1,4 1 3 4 1,9 6 3 -1 -4,4 1 3 4 1,0 2 0 1 2,0 2 0 1 2,5,0
1,0,,0,,,,,,,,0 0 0 0 0,0 0 0 0 0,0,0
1,2,2,1,2,0,0,2,2,2,2,0 0 1 0 0,0 0 1 0 0,0,0
1,3,3,1,2,1,1,3,3,3,3,0 0 0 1 0,0 0 0 1 0,0,0
1,4,4,1,2,2,2,4,4,4,4,0 0 0 0 1,0 0 0 0 1,0,0
1,5,5,1,2,3,3,5,0,5,0,1 0 0 0 0,1 0 0 0 0,1,1
1,6,6,1,2,4,4,6,1,6,1,0 1 0 0 0,0 1 0 0 0,1,1
1,6,4 2,2,4 2,0 0,0 0,5 2,0 2,4 1,4 1,1 0 1 0 0,0 1 0 0 1,1,0
1,7,7,1,2,5,0,7,2,7,2,0 0 1 0 0,0 0 1 0 0,1,1
1,7,5 2,2,4 2,1 0,1 0,6 2,1 2,5 1,0 1,0 1 1 0 0,1 1 0 0 0,1,1
1,8,8,1,2,6,1,8,3,8,3,0 0 0 1 0,0 0 0 1 0,1,1
1,8,6 2,2,4 2,2 0,2 0,7 2,2 2,6 1,1 1,0 0 2 0 0,0 2 0 0 0,1,1
1,8,5 3,2,4 2,1 1,1 1,6 3,1 3,5 2,0 2,0 1 0 1 0,1 0 1 0 0,1,1
1,9,9,1,2,7,2,9,4,9,4,0 0 0 0 1,0 0 0 0 1,1,1
1,9,7 2,2,4 2,3 0,3 0,8 2,3 2,7 1,2 1,0 0 1 1 0,0 1 1 0 0,1,1
1,9,6 3,2,4 2,2 1,2 1,7 3,2 3,6 2,1 2,0 0 1 1 0,0 1 1 0 0,1,1
1,10,10,1,2,8,3,10,0,10,0,1 0 0 0 0,1 0 0 0 0,2,2
1,10,8 2,2,4 2,4 0,4 0,9 2,4 2,8 1,3 1,0 0 1 0 1,0 1 0 1 0,1,1
1,10,7 3,2,4 2,3 1,3 1,8 3,3 3,7 2,2 2,0 0 0 2 0,0 0 2 0 0,1,1
1,10,6 4,2,4 2,2 2,2 2,7 4,2 4,6 3,1 3,0 0 1 0 1,0 1 0 1 0,1,1
1,11,11,1,2,9,4,11,1,11,1,0 1 0 0 0,0 1 0 0 0,2,2
1,11,9 2,2,4 2,5 0,0 0,10 2,0 2,9 1,4 1,1 0 1 0 0,0 1 0 0 1,2,1
1,11,8 3,2,4 2,4 1,4 1,9 3,4 3,8 2,3 2,0 0 0 1 1,0 0 1 1 0,1,1
1,11,7 4,2,4 2,3 2,3 2,8 4,3 4,7 3,2 3,0 0 0 1 1,0 0 1 1 0,1,1
1,12,12,1,2,10,0,12,2,12,2,0 0 1 0 0,0 0 1 0 0,2,2
1,12,10 2,2,4 2,6 0,1 0,11 2,1 2,10 1,0 1,0 1 1 0 0,1 1 0 0 0,2,2
1,12,9 3,2,4 2,5 1,0 1,10 3,0 3,9 2,4 2,1 0 0 1 0,0 0 1 0 1,2,1
1,12,8 4,2,4 2,4 2,4 2,9 4,4 4,8 3,3 3,0 0 0 0 2,0 0 0 2 0,1,1
1,12,7 5,2,4 2,3 3,3 3,8 5,3 0,7 4,2 4,1 0 0 1 0,0 0 1 0 1,2,1
1,12,6 4 2,3,6 4 2,0 0 0,0 0 0,8 5 2,3 0 2,6 3 0,1 3 0,1 0 1 1 0,1 1 0 1 0,2,1
1,13,13,1,2,11,1,13,3,13,3,0 0 0 1 0,0 0 0 1 0,2,2
1,13,11 2,2,4 2,7 0,2 0,12 2,2 2,11 1,1 1,0 0 2 0 0,0 2 0 0 0,2,2
1,13,10 3,2,4 2,6 1,1 1,11 3,1 3,10 2,0 2,0 1 0 1 0,1 0 1 0 0,2,2
1,13,9 4,2,4 2,5 2,0 2,10 4,0 4,9 3,4 3,1 0 0 0 1,0 0 0 1 1,2,1
1,13,8 5,2,4 2,4 3,4 3,9 5,4 0,8 4,3 4,1 0 0 0 1,0 0 0 1 1,2,1
1,13,7 4 2,3,6 4 2,1 0 0,1 0 0,9 5 2,4 0 2,7 3 0,2 3 0,1 0 1 0 1,1 0 1 1 0,2,1
1,14,14,1,2,12,2,14,4,14,4,0 0 0 0 1,0 0 0 0 1,2,2
1,14,12 2,2,4 2,8 0,3 0,13 2,3 2,12 1,2 1,0 0 1 1 0,0 1 1 0 0,2,2
1,14,11 3,2,4 2,7 1,2 1,12 3,2 3,11 2,1 2,0 0 1 1 0,0 1 1 0 0,2,2
1,14,10 4,2,4 2,6 2,1 2,11 4,1 4,10 3,0 3,0 1 0 0 1,1 0 0 1 0,2,2
1,14,9 5,2,4 2,5 3,0 3,10 5,0 0,9 4,4 4,2 0 0 0 0,0 0 0 0 2,3,1
1,14,8 6,2,4 2,4 4,4 4,9 6,4 1,8 5,3 0,0 1 0 0 1,1 0 0 1 0,2,2
1,14,8 4 2,3,6 4 2,2 0 0,2 0 0,10 5 2,0 0 2,8 3 0,3 3 0,2 0 1 0 0,1 0 0 2 0,3,1
1,14,7 5 2,3,6 4 2,1 1 0,1 1 0,9 6 2,4 1 2,7 4 0,2 4 0,0 1 1 0 1,1 0 1 0 1,2,1
1,15,15,1,2,13,3,15,0,15,0,1 0 0 0 0,1 0 0 0 0,3,3
1,15,13 2,2,4 2,9 0,4 0,14 2,4 2,13 1,3 1,0 0 1 0 1,0 1 0 1 0,2,2
1,15,12 3,2,4 2,8 1,3 1,13 3,3 3,12 2,2 2,0 0 0 2 0,0 0 2 0 0,2,2
1,15,11 4,2,4 2,7 2,2 2,12 4,2 4,11 3,1 3,0 0 1 0 1,0 1 0 1 0,2,2
1,15,10 5,2,4 2,6 3,1 3,11 5,1 0,10 4,0 4,1 1 0 0 0,1 0 0 0 1,3,2
1,15,9 6,2,4 2,5 4,0 4,10 6,0 1,9 5,4 0,1 1 0 0 0,1 0 0 0 1,3,2
1,15,9 4 2,3,6 4 2,3 0 0,3 0 0,11 5 2,1 0 2,9 3 0,4 3 0,1 1 1 0 0,1 0 0 1 1,3,1
1,15,8 5 2,3,6 4 2,2 1 0,2 1 0,10 6 2,0 1 2,8 4 0,3 4 0,1 1 1 0 0,1 0 0 1 1,3,1
1,15,7 5 3,3,6 4 2,1 1 1,1 1 1,9 6 3,4 1 3,7 4 1,2 4 1,0 1 0 1 1,0 1 1 0 1,2,1
1,16,16,1,2,14,4,16,1,16,1,0 1 0 0 0,0 1 0 0 0,3,3
1,16,14 2,2,4 2,10 0,0 0,15 2,0 2,14 1,4 1,1 0 1 0 0,0 1 0 0 1,3,2
1,16,13 3,2,4 2,9 1,4 1,14 3,4 3,13 2,3 2,0 0 0 1 1,0 0 1 1 0,2,2
1,16,12 4,2,4 2,8 2,3 2,13 4,3 4,12 3,2 3,0 0 0 1 1,0 0 1 1 0,2,2
1,16,11 5,2,4 2,7 3,2 3,12 5,2 0,11 4,1 4,1 0 1 0 0,0 1 0 0 1,3,2
1,16,10 6,2,4 2,6 4,1 4,11 6,1 1,10 5,0 0,0 2 0 0 0,2 0 0 0 0,3,3
