genus_key	genus_label	family_key	family_label	n_taxa_scored	evidence_supported_taxa	structural_only_taxa	data_limited_unknown_taxa	evidence_supported_fraction	ploidy_entropy_norm	hotspot_score	mean_tci	min_tci	n_chrom_records_in_genus	data_sufficiency
wfo:wfo-4000040165-2025-12	Vernonella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040166-2025-12	Vernonia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040167-2025-12	Vernoniastrum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040169-2025-12	Vernoniopsis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040171-2025-12	Veronica	wfo:wfo-7000000476-2025-12	Plantaginaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040174-2025-12	Veronicastrum	wfo:wfo-7000000476-2025-12	Plantaginaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040182-2025-12	Verrucularina			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040183-2025-12	Verschaffeltia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040186-2025-12	Verticordia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040191-2025-12	Veselskya			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4001303459-2025-12	Vesper	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040206-2025-12	Vesselowskya	wfo:wfo-7000000162-2025-12	Cunoniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100000423-2025-12	Vesta	wfo:wfo-7000000042-2025-12	Araceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040207-2025-12	Vestia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040213-2025-12	Vexatorella	wfo:wfo-7000000499-2025-12	Proteaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040219-2025-12	Veyretella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040220-2025-12	Veyretia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040226-2025-12	Viburnum	wfo:wfo-7000000671-2025-12	Viburnaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040232-2025-12	Vicatia	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040234-2025-12	Vicia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4100000889-2025-12	Vicinia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040238-2025-12	Victoria	wfo:wfo-7000000417-2025-12	Nymphaeaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100003100-2025-12	Victoria	wfo:wfo-7000000417-2025-12	Nymphaeaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040241-2025-12	Vidalasia	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040246-2025-12	Vieraea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040251-2025-12	Vietnamocalamus	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303460-2025-12	Vietnamocasia	wfo:wfo-7000000042-2025-12	Araceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040252-2025-12	Vietnamochloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040253-2025-12	Vietnamosasa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040255-2025-12	Vietsenia	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040257-2025-12	Vigethia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040261-2025-12	Vigna			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040269-2025-12	Viguiera			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040270-2025-12	Viguieranthus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040271-2025-12	Viguierella	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040275-2025-12	Villadia	wfo:wfo-7000000156-2025-12	Crassulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040278-2025-12	Villanova			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040283-2025-12	Villaria	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4001303461-2025-12	Villarrealia	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040286-2025-12	Villarsia	wfo:wfo-7000000376-2025-12	Menyanthaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040287-2025-12	Villasenoria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100000988-2025-12	Villosocallerya			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040295-2025-12	Viminaria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040296-2025-12	Vinca			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040301-2025-12	Vincetoxicum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040302-2025-12	Vindasia	wfo:wfo-7000000001-2025-12	Acanthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040304-2025-12	Vinicia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303462-2025-12	Vinogradovia	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040312-2025-12	Viola	wfo:wfo-7000000637-2025-12	Violaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040321-2025-12	Virectaria	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040327-2025-12	Virgilia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040335-2025-12	Viridivia	wfo:wfo-7000000442-2025-12	Passifloraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040336-2025-12	Virola	wfo:wfo-7000000402-2025-12	Myristicaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040337-2025-12	Virotia	wfo:wfo-7000000499-2025-12	Proteaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040339-2025-12	Viscainoa	wfo:wfo-7000000653-2025-12	Zygophyllaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040340-2025-12	Viscaria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040344-2025-12	Viscum	wfo:wfo-7000000543-2025-12	Santalaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040349-2025-12	Vismia	wfo:wfo-7000000292-2025-12	Hypericaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040350-2025-12	Vismianthus	wfo:wfo-7000000147-2025-12	Connaraceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040351-2025-12	Visnaga	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040352-2025-12	Visnea	wfo:wfo-7000000450-2025-12	Pentaphylacaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040356-2025-12	Vitekorchis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040357-2025-12	Vitellaria	wfo:wfo-7000000545-2025-12	Sapotaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040358-2025-12	Vitellariopsis	wfo:wfo-7000000545-2025-12	Sapotaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040364-2025-12	Vitex	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040377-2025-12	Vitis	wfo:wfo-7000000639-2025-12	Vitaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040383-2025-12	Vittadinia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040388-2025-12	Vittetia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100003559-2025-12	Vivaria	wfo:wfo-7000000042-2025-12	Araceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040394-2025-12	Viviania	wfo:wfo-7000000661-2025-12	Francoaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040399-2025-12	Vlokia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040400-2025-12	Voacanga			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040402-2025-12	Voanioala	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040403-2025-12	Voatamalo	wfo:wfo-7000000468-2025-12	Picrodendraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040405-2025-12	Vochysia	wfo:wfo-7000000641-2025-12	Vochysiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040418-2025-12	Volkameria	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040423-2025-12	Volkensinia	wfo:wfo-7000000017-2025-12	Amaranthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040429-2025-12	Volutaria			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040433-2025-12	Vonitra	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040435-2025-12	Vossia	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040436-2025-12	Votomita	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040437-2025-12	Votschia	wfo:wfo-7000000497-2025-12	Primulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040438-2025-12	Vouacapoua			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040440-2025-12	Vouarana			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040442-2025-12	Voyria	wfo:wfo-7000000243-2025-12	Gentianaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040443-2025-12	Voyriella	wfo:wfo-7000000243-2025-12	Gentianaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040444-2025-12	Vriesea	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040450-2025-12	Vrydagzynea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100001113-2025-12	Vulcanoa			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040455-2025-12	Vulpiella	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303463-2025-12	Vuralia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040457-2025-12	Vvedenskya	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303464-2025-12	Wadithamnus	wfo:wfo-7000000017-2025-12	Amaranthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040473-2025-12	Wahlenbergia	wfo:wfo-7000000106-2025-12	Campanulaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040477-2025-12	Waireia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040478-2025-12	Waitzia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040480-2025-12	Wajira			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040489-2025-12	Waldsteinia	wfo:wfo-7000000532-2025-12	Rosaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040494-2025-12	Wallacea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040495-2025-12	Wallaceodendron			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303465-2025-12	Wallaceodoxa	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040496-2025-12	Wallenia	wfo:wfo-7000000497-2025-12	Primulaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040498-2025-12	Walleria	wfo:wfo-7000000600-2025-12	Tecophilaeaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040501-2025-12	Wallichia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040505-2025-12	Wallisia	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4100000892-2025-12	Walsholaria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040511-2025-12	Walsura	wfo:wfo-7000000373-2025-12	Meliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040513-2025-12	Walteranthus	wfo:wfo-7000000264-2025-12	Gyrostemonaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040514-2025-12	Waltheria	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4001303466-2025-12	Waltillia	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040517-2025-12	Walwhalleya	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040518-2025-12	Wamalchitamia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303467-2025-12	Wandersong	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040520-2025-12	Wangenheimia	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000046385-2025-12	Wangia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040522-2025-12	Warburgia	wfo:wfo-7000000108-2025-12	Canellaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040526-2025-12	Warczewiczella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040530-2025-12	Warea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040533-2025-12	Warionia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040535-2025-12	Warmingia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040536-2025-12	Warneckea	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040539-2025-12	Warnockia	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040542-2025-12	Warrea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040543-2025-12	Warreella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040544-2025-12	Warreopsis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040546-2025-12	Warscewiczella	wfo:wfo-7000000429-2025-12	Orchidaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040547-2025-12	Warszewiczia	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040552-2025-12	Washingtonia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040556-2025-12	Watsonia	wfo:wfo-7000000299-2025-12	Iridaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040558-2025-12	Wattakaka			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040567-2025-12	Weberbauera			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040568-2025-12	Weberbauerella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040570-2025-12	Weberbauerocereus	wfo:wfo-7000000098-2025-12	Cactaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040571-2025-12	Weberocereus	wfo:wfo-7000000098-2025-12	Cactaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4100000893-2025-12	Weda	wfo:wfo-7000000461-2025-12	Phyllanthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040573-2025-12	Weddellina	wfo:wfo-7000000485-2025-12	Podostemaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040574-2025-12	Wedelia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040579-2025-12	Weigela	wfo:wfo-7000000112-2025-12	Caprifoliaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040588-2025-12	Weingartia	wfo:wfo-7000000098-2025-12	Cactaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040589-2025-12	Weinmannia	wfo:wfo-7000000162-2025-12	Cunoniaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4100002526-2025-12	Weizhia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040613-2025-12	Welchiodendron			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040615-2025-12	Weldenia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040616-2025-12	Welfia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040619-2025-12	Wellstedia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100005776-2025-12	Wellstediaceae			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040622-2025-12	Welwitschiella			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040624-2025-12	Wenchengia	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040629-2025-12	Wendlandia	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040630-2025-12	Wendlandiella	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040636-2025-12	Wenzelia	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040637-2025-12	Werauhia	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040638-2025-12	Wercklea	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040642-2025-12	Werneria			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040647-2025-12	Westoniella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040649-2025-12	Westringia	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040650-2025-12	Wetria	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040653-2025-12	Wettinia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040657-2025-12	Wettsteiniola	wfo:wfo-7000000485-2025-12	Podostemaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040661-2025-12	Whipplea	wfo:wfo-7000000285-2025-12	Hydrangeaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040665-2025-12	White-sloanea			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040662-2025-12	Whiteheadia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040663-2025-12	Whiteochloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040664-2025-12	Whiteodendron			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040666-2025-12	Whitfieldia	wfo:wfo-7000000001-2025-12	Acanthaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040668-2025-12	Whitfordiodendron			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040672-2025-12	Whitmorea	wfo:wfo-7000000585-2025-12	Stemonuraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040674-2025-12	Whittonia	wfo:wfo-7000000453-2025-12	Peridiscaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040675-2025-12	Whyanbeelia	wfo:wfo-7000000468-2025-12	Picrodendraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040676-2025-12	Whytockia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040682-2025-12	Wiborgia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040683-2025-12	Wiborgiella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303468-2025-12	Widjajachloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040691-2025-12	Wielandia	wfo:wfo-7000000461-2025-12	Phyllanthaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040694-2025-12	Wiesneria	wfo:wfo-7000000012-2025-12	Alismataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040696-2025-12	Wigandia	wfo:wfo-7000000901-2025-12	Namaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000040700-2025-12	Wightia	wfo:wfo-7000000443-2025-12	Paulowniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040707-2025-12	Wikstroemia	wfo:wfo-7000000613-2025-12	Thymelaeaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000040709-2025-12	Wilbrandia	wfo:wfo-7000000160-2025-12	Cucurbitaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4001303469-2025-12	Wilczekra	wfo:wfo-7000000121-2025-12	Celastraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040718-2025-12	Wilhelmsia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040721-2025-12	Wilkesia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000040722-2025-12	Wilkiea	wfo:wfo-7000000389-2025-12	Monimiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
