n,sample,family,group,words,word_count,max_word_len,vertices,directed_edges,undirected_edges,components,cyclomatic_rank,generator_rank,is_cyclic_power_family,identity_present,fixed_common,trajectory_profile,seed
400,574,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v5_c32_e1_t37:1;v9_c28_e0_t37:7,20260515
400,574,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,574,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,575,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,575,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,575,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
400,575,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,575,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,575,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,575,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,575,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,575,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,575,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,575,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v9_c28_e0_t37:8,20260515
400,575,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,575,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,576,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,576,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
400,576,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,6,fixed|v1_c2_e1_t3:2;v2_c1_e1_t3:4,20260515
400,576,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
400,576,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
400,576,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e1_t3:1;v3_c0_e0_t3:7,20260515
400,576,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,576,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,576,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
400,576,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,576,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
400,576,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,576,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v8_c9_e0_t17:1;v9_c8_e0_t17:7,20260515
400,577,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,577,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
400,577,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,1,fixed|v1_c2_e1_t3:1,20260515
400,577,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
400,577,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
400,577,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,577,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,577,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,577,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,2,fixed|v4_c1_e1_t5:2,20260515
400,577,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,577,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
400,577,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v8_c10_e0_t18:1,20260515
400,577,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,578,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,578,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,578,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,2,fixed|v2_c1_e1_t3:2,20260515
400,578,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,578,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,578,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,578,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,578,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,578,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,578,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,578,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v9_c28_e0_t37:8,20260515
400,578,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v9_c9_e0_t18:1,20260515
400,578,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,579,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,579,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,579,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,4,fixed|v2_c1_e1_t3:4,20260515
400,579,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,579,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,579,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,579,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,579,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,579,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,579,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,579,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v9_c28_e0_t37:8,20260515
400,579,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v9_c9_e0_t18:1,20260515
400,579,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v6_c11_e1_t17:1;v9_c8_e0_t17:7,20260515
400,580,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,580,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,3,fixed|v1_c1_e1_t2:3,20260515
400,580,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,3,fixed|v1_c2_e1_t3:3,20260515
400,580,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,3,fixed|v1_c3_e2_t4:3,20260515
400,580,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,3,fixed|v1_c5_e2_t6:3,20260515
400,580,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,580,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,580,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,580,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
400,580,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,580,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,3,fixed|v1_c36_e8_t37:3,20260515
400,580,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,580,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,581,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,581,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,581,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
400,581,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,581,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,581,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,581,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,581,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,581,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,581,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,581,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v9_c28_e0_t37:8,20260515
400,581,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,581,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,582,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,582,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
400,582,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,3,fixed|v1_c2_e1_t3:1;v2_c1_e1_t3:2,20260515
400,582,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
400,582,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
400,582,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,582,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:1;v5_c0_e0_t5:6,20260515
400,582,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,582,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
400,582,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,582,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
400,582,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,582,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,583,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,583,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,3,fixed|v1_c1_e1_t2:3,20260515
400,583,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,7,fixed|v1_c2_e1_t3:3;v2_c1_e1_t3:4,20260515
400,583,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,3,fixed|v1_c3_e2_t4:3,20260515
400,583,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,3,fixed|v1_c5_e2_t6:3,20260515
400,583,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,583,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,583,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,583,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
400,583,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,583,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,3,fixed|v1_c36_e8_t37:3,20260515
400,583,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v9_c9_e0_t18:1,20260515
400,583,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,584,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,584,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
400,584,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,3,fixed|v1_c2_e1_t3:1;v2_c1_e1_t3:2,20260515
400,584,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
400,584,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
400,584,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,584,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,584,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,584,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,584,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,584,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
400,584,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:8,20260515
400,584,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,585,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,585,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,585,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,2,fixed|v2_c1_e1_t3:2,20260515
400,585,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,585,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,585,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,585,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,585,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,585,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
400,585,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,585,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v9_c28_e0_t37:8,20260515
400,585,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:6;v9_c9_e0_t18:1;v9_c9_e1_t18:1,20260515
400,585,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,586,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,586,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
400,586,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,2,fixed|v1_c2_e1_t3:2,20260515
400,586,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
400,586,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
400,586,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,586,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,586,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,586,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v3_c2_e0_t5:1;v5_c0_e0_t5:7,20260515
400,586,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,586,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
400,586,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:6;v9_c9_e0_t18:2,20260515
400,586,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v6_c11_e1_t17:1;v9_c8_e0_t17:7,20260515
400,587,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,587,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,587,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
400,587,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,587,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,587,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,587,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,587,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,587,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,587,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e0_t6:1;v5_c1_e0_t6:7,20260515
400,587,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v8_c29_e1_t37:1;v9_c28_e0_t37:7,20260515
400,587,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v9_c9_e0_t18:1,20260515
400,587,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v8_c9_e0_t17:1;v9_c8_e0_t17:7,20260515
400,588,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,588,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
400,588,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,3,fixed|v1_c2_e1_t3:1;v2_c1_e1_t3:2,20260515
400,588,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
400,588,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
400,588,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,588,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,588,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
400,588,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
400,588,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
400,588,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
400,588,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v9_c9_e0_t18:1,20260515
400,588,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
400,589,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,400,fixed|v1_c0_e1_t1:8,20260515
400,589,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
400,589,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
400,589,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
400,589,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
400,589,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
400,589,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
